OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK,X_COTIZADO,Y_COTIZADO,X_PENDIENTE,Y_PENDIENTE,DISTANCIA,CODIGO_PENDIENTE,CODIGO_COTIZADO,CODIGO_N,ZONAL,JEFATURA,EE_CC
35,18,1331,434.19817505067425,7,-71.54350519999997,-16.418240799999978,-71.54756399999997,-16.418460700999958,434.2,2019-05-121424,2019-01-92958,ClusterSimple_2019-05-121424,AREQUIPA,AREQUIPA,EZENTIS
36,18,4929,436.29674956923037,8,-71.54977976999999,-16.421772849999968,-71.54756399999997,-16.418460700999958,436.3,2019-05-121424,2019-03-109574,ClusterSimple_2019-05-121424,AREQUIPA,AREQUIPA,EZENTIS
37,18,2406,492.09735183055625,9,-71.54768399999995,-16.422905999999955,-71.54756399999997,-16.418460700999958,492.1,2019-05-121424,2019-02-99397,ClusterSimple_2019-05-121424,AREQUIPA,AREQUIPA,EZENTIS
38,19,1901,46.32724640883683,1,-71.51593939999998,-16.417344399999934,-71.51593399999996,-16.41776300099997,46.33,2019-05-120050,2019-01-96697,ClusterSimple_2019-05-120050,AREQUIPA,AREQUIPA,EZENTIS
39,19,1032,108.97599025689605,2,-71.51562759999996,-16.416823699999952,-71.51593399999996,-16.41776300099997,108.98,2019-05-120050,2019-01-91436,ClusterSimple_2019-05-120050,AREQUIPA,AREQUIPA,EZENTIS
40,19,5725,126.80870911735722,3,-71.51570716999998,-16.416638209999974,-71.51593399999996,-16.41776300099997,126.81,2019-05-120050,2019-04-113263,ClusterSimple_2019-05-120050,AREQUIPA,AREQUIPA,EZENTIS
41,19,4541,210.98416014280562,4,-71.51404375999994,-16.417209439999965,-71.51593399999996,-16.41776300099997,210.98,2019-05-120050,2019-03-108342,ClusterSimple_2019-05-120050,AREQUIPA,AREQUIPA,EZENTIS
42,19,2343,222.05548372408052,5,-71.51474847999998,-16.41611462999998,-71.51593399999996,-16.41776300099997,222.06,2019-05-120050,2019-02-98944,ClusterSimple_2019-05-120050,AREQUIPA,AREQUIPA,EZENTIS
43,19,6611,235.7393417172908,6,-71.51391639999997,-16.416899399999977,-71.51593399999996,-16.41776300099997,235.74,2019-05-120050,2019-05-119456,ClusterSimple_2019-05-120050,AREQUIPA,AREQUIPA,EZENTIS
44,19,5684,237.6417261098575,7,-71.51375069999995,-16.417349599999966,-71.51593399999996,-16.41776300099997,237.64,2019-05-120050,2019-04-113125,ClusterSimple_2019-05-120050,AREQUIPA,AREQUIPA,EZENTIS
45,19,5141,325.55217488435136,8,-71.51288702999994,-16.41783874999993,-71.51593399999996,-16.41776300099997,325.55,2019-05-120050,2019-03-110356,ClusterSimple_2019-05-120050,AREQUIPA,AREQUIPA,EZENTIS
46,20,4233,48.97427691535455,1,-71.55639589999998,-16.405889099999968,-71.55596563999995,-16.405736200999968,48.97,2019-05-121253,2019-03-107258,ClusterSimple_2019-05-121253,AREQUIPA,AREQUIPA,EZENTIS
47,20,365,283.80331219819664,2,-71.55796699999996,-16.407422999999937,-71.55596563999995,-16.405736200999968,283.8,2019-05-121253,2018-12-88048,ClusterSimple_2019-05-121253,AREQUIPA,AREQUIPA,EZENTIS
48,20,5388,465.23059001601337,3,-71.55922299999997,-16.408526999999935,-71.55596563999995,-16.405736200999968,465.23,2019-05-121253,2019-03-111538,ClusterSimple_2019-05-121253,AREQUIPA,AREQUIPA,EZENTIS
49,21,4236,111.7200548981197,1,-71.52743066999994,-16.399560729999962,-71.52847444999998,-16.39962469099993,111.72,2019-05-118807,2019-03-107272,ClusterSimple_2019-05-118807,AREQUIPA,AREQUIPA,EZENTIS
50,21,3019,239.18350452548725,2,-71.52718599999997,-16.39785699999993,-71.52847444999998,-16.39962469099993,239.18,2019-05-118807,2019-02-102443,ClusterSimple_2019-05-118807,AREQUIPA,AREQUIPA,EZENTIS
51,21,6329,263.31981695234794,3,-71.52600999999999,-16.399569999999926,-71.52847444999998,-16.39962469099993,263.32,2019-05-118807,2019-04-117260,ClusterSimple_2019-05-118807,AREQUIPA,AREQUIPA,EZENTIS
52,21,5592,284.5073358161527,4,-71.52646459999994,-16.397937699999943,-71.52847444999998,-16.39962469099993,284.51,2019-05-118807,2019-04-112575,ClusterSimple_2019-05-118807,AREQUIPA,AREQUIPA,EZENTIS
53,21,4298,380.0415673664901,5,-71.52898339999996,-16.403023599999926,-71.52847444999998,-16.39962469099993,380.04,2019-05-118807,2019-03-107584,ClusterSimple_2019-05-118807,AREQUIPA,AREQUIPA,EZENTIS
54,21,3810,391.862297308532,6,-71.52513029999994,-16.40108041999997,-71.52847444999998,-16.39962469099993,391.86,2019-05-118807,2019-02-105765,ClusterSimple_2019-05-118807,AREQUIPA,AREQUIPA,EZENTIS
55,21,1908,396.8709435093638,7,-71.52522699999997,-16.401366999999937,-71.52847444999998,-16.39962469099993,396.87,2019-05-118807,2019-01-97060,ClusterSimple_2019-05-118807,AREQUIPA,AREQUIPA,EZENTIS
56,21,1905,400.49251894183607,8,-71.52519799999999,-16.40138399999995,-71.52847444999998,-16.39962469099993,400.49,2019-05-118807,2019-01-96941,ClusterSimple_2019-05-118807,AREQUIPA,AREQUIPA,EZENTIS
57,21,5908,406.4851803713465,9,-71.53176709999997,-16.397783299999958,-71.52847444999998,-16.39962469099993,406.49,2019-05-118807,2019-04-114701,ClusterSimple_2019-05-118807,AREQUIPA,AREQUIPA,EZENTIS
58,21,6041,419.6713011181344,10,-71.52998929999995,-16.403123799999946,-71.52847444999998,-16.39962469099993,419.67,2019-05-118807,2019-04-115370,ClusterSimple_2019-05-118807,AREQUIPA,AREQUIPA,EZENTIS
59,22,4493,90.10648270874613,1,-71.52185569999995,-16.399051619999966,-71.52121089999997,-16.39957660099998,90.11,2019-05-119003,2019-03-108238,ClusterSimple_2019-05-119003,AREQUIPA,AREQUIPA,EZENTIS
60,22,2119,100.6828051703674,2,-71.52211223999996,-16.399842699999965,-71.52121089999997,-16.39957660099998,100.68,2019-05-119003,2019-01-98148,ClusterSimple_2019-05-119003,AREQUIPA,AREQUIPA,EZENTIS
61,22,2120,302.22138817175716,3,-71.52287139999999,-16.401787799999966,-71.52121089999997,-16.39957660099998,302.22,2019-05-119003,2019-01-98152,ClusterSimple_2019-05-119003,AREQUIPA,AREQUIPA,EZENTIS
62,22,2121,302.22138817175716,3,-71.52287139999999,-16.401787799999966,-71.52121089999997,-16.39957660099998,302.22,2019-05-119003,2019-01-98157,ClusterSimple_2019-05-119003,AREQUIPA,AREQUIPA,EZENTIS
63,22,1064,390.99202463984216,4,-71.52222599999999,-16.402971199999968,-71.52121089999997,-16.39957660099998,390.99,2019-05-119003,2019-01-91628,ClusterSimple_2019-05-119003,AREQUIPA,AREQUIPA,EZENTIS
64,22,6201,437.3332312277586,5,-71.51863199999997,-16.402645999999947,-71.52121089999997,-16.39957660099998,437.33,2019-05-119003,2019-04-116271,ClusterSimple_2019-05-119003,AREQUIPA,AREQUIPA,EZENTIS
65,22,828,442.9184810055452,6,-71.52100404999999,-16.395579169999962,-71.52121089999997,-16.39957660099998,442.92,2019-05-119003,2018-12-90298,ClusterSimple_2019-05-119003,AREQUIPA,AREQUIPA,EZENTIS
66,22,3810,450.5275193289892,7,-71.52513029999994,-16.40108041999997,-71.52121089999997,-16.39957660099998,450.53,2019-05-119003,2019-02-105765,ClusterSimple_2019-05-119003,AREQUIPA,AREQUIPA,EZENTIS
67,22,1905,470.52365068316,8,-71.52519799999999,-16.40138399999995,-71.52121089999997,-16.39957660099998,470.52,2019-05-119003,2019-01-96941,ClusterSimple_2019-05-119003,AREQUIPA,AREQUIPA,EZENTIS
68,22,1908,472.53755022156327,9,-71.52522699999997,-16.401366999999937,-71.52121089999997,-16.39957660099998,472.54,2019-05-119003,2019-01-97060,ClusterSimple_2019-05-119003,AREQUIPA,AREQUIPA,EZENTIS
69,23,4542,79.50834934944388,1,-71.54664809999997,-16.39101119999998,-71.54737820999998,-16.39115080099998,79.51,2019-05-121562,2019-03-108343,ClusterSimple_2019-05-121562,AREQUIPA,AREQUIPA,EZENTIS
70,23,865,148.21408690379303,2,-71.54635999999994,-16.390240999999946,-71.54737820999998,-16.39115080099998,148.21,2019-05-121562,2018-12-90522,ClusterSimple_2019-05-121562,AREQUIPA,AREQUIPA,EZENTIS
71,23,5726,165.7835819066305,3,-71.54637399999996,-16.39229299999994,-71.54737820999998,-16.39115080099998,165.78,2019-05-121562,2019-04-113272,ClusterSimple_2019-05-121562,AREQUIPA,AREQUIPA,EZENTIS
72,23,1009,186.6448915762639,4,-71.54607776999995,-16.39002438999995,-71.54737820999998,-16.39115080099998,186.64,2019-05-121562,2019-01-91344,ClusterSimple_2019-05-121562,AREQUIPA,AREQUIPA,EZENTIS
73,23,4231,221.90398878029754,5,-71.54899435999994,-16.39241059999995,-71.54737820999998,-16.39115080099998,221.9,2019-05-121562,2019-03-107249,ClusterSimple_2019-05-121562,AREQUIPA,AREQUIPA,EZENTIS
74,23,2997,223.42279065516513,6,-71.54897995999994,-16.39244906999994,-71.54737820999998,-16.39115080099998,223.42,2019-05-121562,2019-02-102395,ClusterSimple_2019-05-121562,AREQUIPA,AREQUIPA,EZENTIS
75,23,2926,261.88701568424204,7,-71.54714499999994,-16.38879499999996,-71.54737820999998,-16.39115080099998,261.89,2019-05-121562,2019-02-102134,ClusterSimple_2019-05-121562,AREQUIPA,AREQUIPA,EZENTIS
76,23,6637,309.54345257861445,8,-71.54942749999998,-16.38917319999996,-71.54737820999998,-16.39115080099998,309.54,2019-05-121562,2019-05-119665,ClusterSimple_2019-05-121562,AREQUIPA,AREQUIPA,EZENTIS
77,23,5221,320.83897609878727,9,-71.55003409999995,-16.38979699999993,-71.54737820999998,-16.39115080099998,320.84,2019-05-121562,2019-03-110668,ClusterSimple_2019-05-121562,AREQUIPA,AREQUIPA,EZENTIS
78,23,2003,323.3022151842098,10,-71.54963905999995,-16.389208579999945,-71.54737820999998,-16.39115080099998,323.3,2019-05-121562,2019-01-97351,ClusterSimple_2019-05-121562,AREQUIPA,AREQUIPA,EZENTIS
79,25,3188,466.51933093554607,1,-72.19227689999997,-16.365135899999927,-72.19648599999994,-16.36625800099995,466.52,2019-05-120929,2019-02-103368,ClusterSimple_2019-05-120929,AREQUIPA,AREQUIPA,EZENTIS
80,25,2446,486.9795050897564,2,-72.19208879999996,-16.36509899999993,-72.19648599999994,-16.36625800099995,486.98,2019-05-120929,2019-02-99620,ClusterSimple_2019-05-120929,AREQUIPA,AREQUIPA,EZENTIS
81,25,1894,489.284011673808,3,-72.19204581999998,-16.365174959999933,-72.19648599999994,-16.36625800099995,489.28,2019-05-120929,2019-01-95854,ClusterSimple_2019-05-120929,AREQUIPA,AREQUIPA,EZENTIS
82,26,6163,0.8069169822297045,1,-71.58825699999994,-16.353327999999976,-71.58824979999997,-16.35333020099995,0.81,2019-05-119862,2019-04-116010,ClusterSimple_2019-05-119862,,,
83,27,3624,56.00869429051955,1,-71.59464321999997,-16.326679869999964,-71.59439912999994,-16.32712776099993,56.01,2019-05-121355,2019-02-105129,ClusterSimple_2019-05-121355,AREQUIPA,AREQUIPA,EZENTIS
84,27,6348,61.05434428355124,2,-71.59451036999997,-16.326586599999928,-71.59439912999994,-16.32712776099993,61.05,2019-05-121355,2019-04-117373,ClusterSimple_2019-05-121355,AREQUIPA,AREQUIPA,EZENTIS
85,27,6545,117.21544701663895,3,-71.59536567999999,-16.326626919999967,-71.59439912999994,-16.32712776099993,117.22,2019-05-121355,2019-05-118929,ClusterSimple_2019-05-121355,AREQUIPA,AREQUIPA,EZENTIS
86,27,2905,120.53406137009523,4,-71.59537866999995,-16.32658766999998,-71.59439912999994,-16.32712776099993,120.53,2019-05-121355,2019-02-102058,ClusterSimple_2019-05-121355,AREQUIPA,AREQUIPA,EZENTIS
87,27,3028,141.67172877195748,5,-71.59445099999994,-16.32840699999997,-71.59439912999994,-16.32712776099993,141.67,2019-05-121355,2019-02-102472,ClusterSimple_2019-05-121355,AREQUIPA,AREQUIPA,EZENTIS
88,27,110,406.95217768286466,6,-71.59387614999997,-16.32348516999997,-71.59439912999994,-16.32712776099993,406.95,2019-05-121355,2018-12-86887,ClusterSimple_2019-05-121355,AREQUIPA,AREQUIPA,EZENTIS
89,27,2322,409.2868675331177,7,-71.59380499999997,-16.323473999999976,-71.59439912999994,-16.32712776099993,409.29,2019-05-121355,2019-02-98877,ClusterSimple_2019-05-121355,AREQUIPA,AREQUIPA,EZENTIS
90,28,5822,7.435531706427602,1,-69.29320899999993,-16.273564999999962,-69.29314677999997,-16.27353495099993,7.44,2019-05-121408,2019-04-113656,ClusterSimple_2019-05-121408,CUZCO,PUNO,EZENTIS
91,28,2024,77.98775725831597,2,-69.29241836999995,-16.273494309999933,-69.29314677999997,-16.27353495099993,77.99,2019-05-121408,2019-01-97403,ClusterSimple_2019-05-121408,CUZCO,PUNO,EZENTIS
92,29,4640,51.760153785970466,1,-69.09483678999999,-16.24708863999996,-69.09467342999994,-16.24664833099996,51.76,2019-05-118892,2019-03-108623,ClusterSimple_2019-05-118892,CUZCO,PUNO,EZENTIS
93,29,2977,75.6644759568004,2,-69.09468001999994,-16.247332049999955,-69.09467342999994,-16.24664833099996,75.66,2019-05-118892,2019-02-102343,ClusterSimple_2019-05-118892,CUZCO,PUNO,EZENTIS
94,30,765,69.72913761971725,1,-69.45819599999999,-16.213265999999976,-69.45872219999995,-16.212893760999975,69.73,2019-05-118958,2018-12-90064,ClusterSimple_2019-05-118958,CUZCO,PUNO,EZENTIS
95,30,4551,97.39054130942392,2,-69.45936311999998,-16.21226840999998,-69.45872219999995,-16.212893760999975,97.39,2019-05-118958,2019-03-108361,ClusterSimple_2019-05-118958,CUZCO,PUNO,EZENTIS
96,30,2967,152.226242718206,3,-69.45979769999997,-16.213795139999945,-69.45872219999995,-16.212893760999975,152.23,2019-05-118958,2019-02-102312,ClusterSimple_2019-05-118958,CUZCO,PUNO,EZENTIS
97,30,5821,168.45122450360773,4,-69.46016599999996,-16.213502999999946,-69.45872219999995,-16.212893760999975,168.45,2019-05-118958,2019-04-113654,ClusterSimple_2019-05-118958,CUZCO,PUNO,EZENTIS
98,30,3854,195.49328570248431,5,-69.45759789999994,-16.214286899999934,-69.45872219999995,-16.212893760999975,195.49,2019-05-118958,2019-03-105904,ClusterSimple_2019-05-118958,CUZCO,PUNO,EZENTIS
99,31,3853,61.88312168157962,1,-69.63822349999998,-16.087258799999972,-69.63879157999997,-16.087364030999936,61.88,2019-05-118895,2019-03-105903,ClusterSimple_2019-05-118895,CUZCO,PUNO,EZENTIS
100,31,4633,107.43735869566626,2,-69.63805757999995,-16.086701449999964,-69.63879157999997,-16.087364030999936,107.44,2019-05-118895,2019-03-108599,ClusterSimple_2019-05-118895,CUZCO,PUNO,EZENTIS
101,31,5814,149.63962601878006,3,-69.63885099999999,-16.08601299999998,-69.63879157999997,-16.087364030999936,149.64,2019-05-118895,2019-04-113627,ClusterSimple_2019-05-118895,CUZCO,PUNO,EZENTIS
102,31,3008,384.9741060493336,4,-69.63798465999997,-16.08397372999997,-69.63879157999997,-16.087364030999936,384.97,2019-05-118895,2019-02-102417,ClusterSimple_2019-05-118895,CUZCO,PUNO,EZENTIS
103,32,3008,58.8047531138698,1,-69.63798465999997,-16.08397372999997,-69.63852999999995,-16.08404000099995,58.8,2019-05-120364,2019-02-102417,ClusterSimple_2019-05-120364,CUZCO,PUNO,EZENTIS
104,32,5814,221.01581759384618,2,-69.63885099999999,-16.08601299999998,-69.63852999999995,-16.08404000099995,221.02,2019-05-120364,2019-04-113627,ClusterSimple_2019-05-120364,CUZCO,PUNO,EZENTIS
105,32,4633,298.82039348827107,3,-69.63805757999995,-16.086701449999964,-69.63852999999995,-16.08404000099995,298.82,2019-05-120364,2019-03-108599,ClusterSimple_2019-05-120364,CUZCO,PUNO,EZENTIS
106,32,3853,357.6972000089765,4,-69.63822349999998,-16.087258799999972,-69.63852999999995,-16.08404000099995,357.7,2019-05-120364,2019-03-105903,ClusterSimple_2019-05-120364,CUZCO,PUNO,EZENTIS
107,33,342,267.6833594532359,1,-74.24695091999996,-15.863533529999927,-74.24527150499995,-15.865325005999978,267.68,2019-04-117357_2019-05-118725,2018-12-87870,SuperCluster_2019-04-117357_2019-05-118725,AREQUIPA,AREQUIPA,EZENTIS
108,34,4189,256.13362723000046,1,-70.01913394999997,-15.850028909999935,-70.02048405999994,-15.84811849099998,256.13,2019-05-118980,2019-03-107121,ClusterSimple_2019-05-118980,CUZCO,PUNO,EZENTIS
109,34,399,374.17001459247496,2,-70.02097699999996,-15.85146599999996,-70.02048405999994,-15.84811849099998,374.17,2019-05-118980,2018-12-88216,ClusterSimple_2019-05-118980,CUZCO,PUNO,EZENTIS
110,34,946,416.1975366117791,3,-70.02172399999995,-15.84455399999996,-70.02048405999994,-15.84811849099998,416.2,2019-05-118980,2019-01-90987,ClusterSimple_2019-05-118980,CUZCO,PUNO,EZENTIS
111,35,5611,103.89884051262912,1,-70.02135419999996,-15.841278299999942,-70.02056459999994,-15.84182360099993,103.9,2019-05-120798,2019-04-112632,ClusterSimple_2019-05-120798,CUZCO,PUNO,EZENTIS
112,35,2282,164.73350201302256,2,-70.02193639999996,-15.842496499999982,-70.02056459999994,-15.84182360099993,164.73,2019-05-120798,2019-02-98739,ClusterSimple_2019-05-120798,CUZCO,PUNO,EZENTIS
113,35,5153,164.82012202841284,3,-70.02170809999996,-15.840826999999933,-70.02056459999994,-15.84182360099993,164.82,2019-05-120798,2019-03-110378,ClusterSimple_2019-05-120798,CUZCO,PUNO,EZENTIS
114,35,5746,326.50817785618136,4,-70.02343338999998,-15.84282073999998,-70.02056459999994,-15.84182360099993,326.51,2019-05-120798,2019-04-113337,ClusterSimple_2019-05-120798,CUZCO,PUNO,EZENTIS
115,35,946,326.66651948007205,5,-70.02172399999995,-15.84455399999996,-70.02056459999994,-15.84182360099993,326.67,2019-05-120798,2019-01-90987,ClusterSimple_2019-05-120798,CUZCO,PUNO,EZENTIS
116,35,3637,460.00211511380974,6,-70.02434819999996,-15.839857399999971,-70.02056459999994,-15.84182360099993,460.0,2019-05-120798,2019-02-105161,ClusterSimple_2019-05-120798,CUZCO,PUNO,EZENTIS
117,35,3242,477.1045342746295,7,-70.02466649999997,-15.84350379999995,-70.02056459999994,-15.84182360099993,477.1,2019-05-120798,2019-02-103548,ClusterSimple_2019-05-120798,CUZCO,PUNO,EZENTIS
118,36,6481,4.151604241898142,1,-70.02947439999997,-15.839511699999946,-70.02950799999996,-15.839493000999937,4.15,2019-05-119858,2019-05-118414,ClusterSimple_2019-05-119858,CUZCO,PUNO,EZENTIS
119,36,2639,70.48567017388781,2,-70.02897829999995,-15.839870899999937,-70.02950799999996,-15.839493000999937,70.49,2019-05-119858,2019-02-100547,ClusterSimple_2019-05-119858,CUZCO,PUNO,EZENTIS
120,36,5737,103.73278165248311,3,-70.02895506999994,-15.838723409999943,-70.02950799999996,-15.839493000999937,103.73,2019-05-119858,2019-04-113309,ClusterSimple_2019-05-119858,CUZCO,PUNO,EZENTIS
121,36,3491,105.27099408597793,4,-70.02855693999999,-15.83973261999995,-70.02950799999996,-15.839493000999937,105.27,2019-05-119858,2019-02-104469,ClusterSimple_2019-05-119858,CUZCO,PUNO,EZENTIS
122,36,2760,165.80643417728194,5,-70.02804459999999,-15.839004799999941,-70.02950799999996,-15.839493000999937,165.81,2019-05-119858,2019-02-101495,ClusterSimple_2019-05-119858,CUZCO,PUNO,EZENTIS
123,36,4834,173.19270641377315,6,-70.02802299999996,-15.840111999999976,-70.02950799999996,-15.839493000999937,173.19,2019-05-119858,2019-03-109295,ClusterSimple_2019-05-119858,CUZCO,PUNO,EZENTIS
