CODIGO;CLIENTE;TIPO REQUERIMIENTO;ALIAS;RESPONSABLE VU;SALESFORCE;PROYECTO;REGISTRO;SEGMENTO;DEPARTAMENTO;PROVINCIA;DISTRITO;DIRECCION;NUMERO;ACCESO;TENDIDO EXTERNO;TIPO SEDE;NRO PISOS;ZONAL;RESPONSABLE ;REGION;ENLACE;LATITUD;LONGITUD;UNIDAD DE NEGOCIO;ESTUDIO;NODO;DIAS;PEP;PEP2;GRAFO;TOTAL SOLES;TOTAL DOLARES;ESTADO ESTUDIO;COTIZACION SOLES;COTIZACION DOLARES;DIAS;FECHA ENVIO;INICIO ESTUDIO;FIN ESTUDIO;FIN CONSOLIDACION;INICIO EJECUCION;INICIO IMPLEMENTACION;ESTADO
2019-05-118912;C.N.DE INTEGR.D.L.PERS.CON DISC.-CONADIS;Fibra Optica;CALLAO CETPRO;Juan Noya;PER-002100386;Licitaciones;3/05/2019 17:42;Empresas;Callao;Callao;Bellavista; Av. Alejandro Granda 190;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Rocio Aquino Cobra,Roger Palza Transm;Lima;Principal;-12.059338;-77.11788;Jorge Ramos Trujillo;Estudio FO Principal;EBC VILLA M GRAU;15;;;;3500;0;Enviado VU;;;;;3/05/2019 17:42;4/05/2019 13:25;;;;Pend. Cotiz.
2019-05-118958;COOPERATIVA DE AHORRO Y CREDITO CREDICOOP AREQUIPA;Fibra Optica;Juli;Juan Noya;PER-002136217;Banca;4/05/2019 14:53;Empresas;Puno;Chucuito;Juli; Jr. Lima 275;;Aereo;Aereo;Edificio Monocliente;1;Analista Puno;Roger Palza Transm,Jesús Parisaca;Region Sur;Principal;-16.21289376;-69.4587222;Frank Kevin Yauta Dominguez;Estudio FO Principal;EBC JULI;15;;;;3000;0;Enviado VU;;;;;4/05/2019 14:53;8/05/2019 23:12;;;;Pend. Cotiz.
2019-05-118959;COOPERATIVA DE AHORRO Y CREDITO CREDICOOP AREQUIPA;Fibra Optica;Huaral;Juan Noya;PER-002136217;Banca;4/05/2019 15:00;Empresas;Lima;Huaral;Huaral; Calle Luis Colan 177 Cercado  ;;Aereo;Aereo;Edificio Monocliente;1;Analista Huacho;Victor Tamay,Roger Palza Transm;Region Norte;Principal;-11.49488704;-77.20776807;Frank Kevin Yauta Dominguez;Estudio FO Principal;HUARAL;25;;;;3700;0;Enviado VU;;;;;4/05/2019 15:00;8/05/2019 11:36;;;;Pend. Cotiz.
2019-05-118961;COOPERATIVA DE AHORRO Y CREDITO CREDICOOP AREQUIPA;Fibra Optica;Crucero;Juan Noya;PER-002136217;Banca;4/05/2019 16:29;Empresas;Puno;Carabaya;Crucero; Plaza la Libertad nº 118;;Aereo;Aereo;Edificio Monocliente;1;Analista Puno;Roger Palza Transm,Jesús Vargas;Region Sur;Principal;-14.36118738;-70.02308521;Frank Kevin Yauta Dominguez;Estudio FO Principal;EBC CCAICONI ALTO;30;;;;53700;0;Enviado VU;;;;;4/05/2019 16:29;13/05/2019 22:56;;;;Pend. Cotiz.
2019-05-118963;C.N.DE INTEGR.D.L.PERS.CON DISC.-CONADIS;Fibra Optica;HUANUCO;Juan Noya;PER-002100386;Licitaciones;5/05/2019 14:06;Empresas;Huanuco;Huanuco;Huanuco;Jr. Huallayco N° 1452 - (Local de la Unidad Funcional de Programas Sociales e Inclusión Social del G;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Freddy Flores;Region Norte;Principal;-9.924353;-76.239542;Jorge Ramos Trujillo;;;;;;;;;;;;;;5/05/2019 14:06;;;;;Pend. Cotiz.
2019-05-118974;C.N.DE INTEGR.D.L.PERS.CON DISC.-CONADIS;Fibra Optica;UCAYALI;Juan Noya;PER-002100386;Licitaciones;5/05/2019 14:54;Empresas;Ucayali;Coronel Portillo;Callaria;Av. San Martín N° 446 (Biblioteca Municipal) Distrito Callería;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Freddy Flores;Region Norte;Principal;-8.384087;-74.531101;Jorge Ramos Trujillo;;;;;;;;;;;;;;5/05/2019 14:54;;;;;Pend. Cotiz.
2019-05-118975;COOPERATIVA DE AHORRO Y CREDITO CREDICOOP AREQUIPA;Fibra Optica;Tacna Ciudad Nueva;Juan Noya;PER-002136217;Banca;5/05/2019 15:03;Empresas;Tacna;Tacna;Ciudad Nueva; Av. Intern/Hnos barreto    ;;Aereo;Aereo;Edificio Monocliente;1;Analista Tacna;Darío Paredes,Roger Palza Transm;Region Sur;Principal;-17.9835371;-70.23784757;Frank Kevin Yauta Dominguez;Estudio FO Principal;CIUDAD NUEVA;20;;;;1500;0;Enviado VU;;;;;5/05/2019 15:03;8/05/2019 17:33;;;;Pend. Cotiz.
2019-05-118979;COOPERATIVA DE AHORRO Y CREDITO CREDICOOP AREQUIPA;Fibra Optica;Cabanillas;Juan Noya;PER-002136217;Banca;5/05/2019 16:27;Empresas;Puno;San Roman;Cabanillas; Jr. Bolivar N°225 ;;Aereo;Aereo;Edificio Monocliente;1;Analista Puno;Jesús Vargas,Roger Palza Transm;Region Sur;Principal;-15.64195736;-70.34926076;Frank Kevin Yauta Dominguez;Estudio FO Principal;DEUSTUA;15;;;;5700;0;Enviado VU;;;;;5/05/2019 16:27;8/05/2019 22:34;;;;Pend. Cotiz.
2019-05-118980;COOPERATIVA DE AHORRO Y CREDITO CREDICOOP AREQUIPA;Fibra Optica;Laykakota;Juan Noya;PER-002136217;Banca;5/05/2019 16:42;Empresas;Puno;Puno;Puno; Av. Laykakota Nº 282          ;;Aereo;Aereo;Edificio Monocliente;1;Analista Puno;Roger Palza Transm,Jesús Parisaca;Region Sur;Principal;-15.84811849;-70.02048406;Frank Kevin Yauta Dominguez;Estudio FO Principal;EBC LAYKAKOTA NIETO;15;;;;5700;0;Enviado VU;;;;;5/05/2019 16:42;8/05/2019 22:27;;;;Pend. Cotiz.
2019-05-118981;COOPERATIVA DE AHORRO Y CREDITO CREDICOOP AREQUIPA;Fibra Optica;Putina;Juan Noya;PER-002136217;Banca;5/05/2019 16:50;Empresas;Puno;San Antonio de Putina;Putina; Av. Dos de Septiembre nº 211;;Aereo;Aereo;Edificio Monocliente;1;Analista Puno;Jesús Vargas,Roger Palza Transm;Region Sur;Principal;-14.915583;-69.865072;Frank Kevin Yauta Dominguez;Estudio FO Principal;PUTINA;15;;;;5700;0;Enviado VU;;;;;5/05/2019 16:50;8/05/2019 22:08;;;;Pend. Cotiz.
2019-05-118984;COOPERATIVA DE AHORRO Y CREDITO CREDICOOP AREQUIPA;Fibra Optica;La Joya;Juan Noya;PER-002136217;Banca;5/05/2019 18:42;Empresas;Arequipa;Arequipa;La Joya;Carr. Panameriacana Sur - Cruce la Joya ;;Aereo;Aereo;Edificio Monocliente;1;Analista Arequipa;Roger Palza Transm,Juan Malaga Contreras;Region Sur;Principal;-16.49353079;-71.84315656;Frank Kevin Yauta Dominguez;Estudio FO Principal;CRUCE LA JOYA;30;;;;5550;0;Enviado VU;;;;;5/05/2019 18:42;7/05/2019 11:58;;;;Pend. Cotiz.
2019-05-119003;COOPERATIVA DE AHORRO Y CREDITO CREDICOOP AREQUIPA;Fibra Optica;Mariscal Castilla;Juan Noya;PER-002136217;Banca;5/05/2019 23:11;Empresas;Arequipa;Arequipa;Miraflores; Av Mariscal Castilla 215 Miraflores;;Aereo;Aereo;Edificio Monocliente;1;Analista Arequipa;Roger Palza Transm,Juan Malaga Contreras;Region Sur;Principal;-16.3995766;-71.5212109;Frank Kevin Yauta Dominguez;Estudio FO Principal;EBC BASILICA AREQUIPA;30;;;;6900;0;Enviado VU;;;;;5/05/2019 23:11;7/05/2019 12:20;;;;Pend. Cotiz.
2019-05-119008;COOPERATIVA DE AHORRO Y CREDITO CREDICOOP AREQUIPA;Fibra Optica;Viñani;Juan Noya;PER-002136217;Banca;5/05/2019 23:30;Empresas;Tacna;Tacna;Coronel Gregorio Albarracín; Av. Los Molles . Asoc. Nueva Tacna Mz 412 Lt 23;;Aereo;Aereo;Edificio Monocliente;1;Analista Tacna;Yordana Maldonado,Roger Palza Transm;Region Sur;Principal;-18.06876215;-70.25184943;Frank Kevin Yauta Dominguez;Estudio FO Principal;EBC BASADRE TACNA;30;;;;17300;0;Enviado VU;;;;;5/05/2019 23:30;8/05/2019 23:13;;;;Pend. Cotiz.
2019-05-119015;COOPERATIVA DE AHORRO Y CREDITO CREDICOOP AREQUIPA;Fibra Optica;Santa Rita;Juan Noya;PER-002136217;Banca;6/05/2019 0:21;Empresas;Arequipa;Arequipa;Santa Rita De Siguas; Lote nº 1 Mz kZde la zona A del asentaniento humano Agusto Gilardi  frente al mercado de abasto de ;;Aereo;Aereo;Edificio Monocliente;1;Analista Arequipa;Juan Malaga Contreras,Roger Palza Transm;Region Sur;Principal;-16.490433;-72.093375;Frank Kevin Yauta Dominguez;Estudio FO Principal;SANTA RITA DE SIHUAS;30;;;;8800;0;Enviado VU;;;;;6/05/2019 0:21;7/05/2019 12:26;;;;Pend. Cotiz.
2019-05-119024;COOPERATIVA DE AHORRO Y CREDITO CREDICOOP AREQUIPA;Fibra Optica;Candarave;Juan Noya;PER-002136217;Banca;6/05/2019 0:51;Empresas;Tacna;Candarave;Candarave;Calle Francisco Antonio de Zela mz37 lt 5 ;;Aereo;Aereo;Edificio Monocliente;1;Analista Tacna;Roger Palza Transm,Yordana Maldonado;Region Sur;Principal;-17.2681808;-70.2512372;Frank Kevin Yauta Dominguez;Estudio FO Principal;CANDARAVE;30;;;;7500;0;Enviado VU;;;;;6/05/2019 0:51;9/05/2019 0:28;;;;Pend. Cotiz.
2019-05-119040;Telefónica Servicios TIWS S.A.C;Fibra Optica;ARR 20MB LINCE-CHAO;Jose Barandiaran;19-0798;Prestadoras;6/05/2019 10:19;Mayoristas;Lima;Lima;Lince; Manuel Candamo 441;;Aereo;Aereo;Edificio Monocliente;0;Analista Lima;Manuel Vera Lari,Jorge Leiva Transm,Fanny Barba;Lima;Principal;-12.0819707;-77.0324079;Mayra Huaman;Estudio FO Ubicación 1;LINCE;15;;;;3000;0;Enviado VU;;;;;6/05/2019 10:19;;;;;Pend. Cotiz.
2019-05-119071;TELXIUS CABLE PERU S.A.C.;Fibra Optica;L2L arrendado 01GB;Jose Barandiaran;19-0802;Prestadoras;6/05/2019 12:04;Mayoristas;Lima;Lima;Lince; MANUEL CANDAMO 441;;Aereo;Aereo;Edificio Monocliente;0;Analista Lima;Rocio Aquino Cobra,Manuel Vera Lari,Victor Vega Transm;Lima;Principal;-12.0819707;-77.0324079;Mayra Huaman;Estudio Transporte;LINCE;21;;;;3000;2000;Enviado VU;9500;2000;35;14/05/2019;6/05/2019 12:04;14/05/2019 10:56;14/05/2019 16:18;;;Pend. Cotiz.
2019-05-119114;SEGURIDAD MERINO S.A.C.;Fibra Optica;APURIMAC;Juan Noya;PER-002152563;Premium;6/05/2019 12:40;Negocios;Apurimac;Andahuaylas;Talavera; Jirón Lima, 125, , TALAVERA,Andahuaylas, Apurimac;;Aereo;Mixto;Edificio Monocliente;1;Analista Cusco;Roger Palza Transm,Roberto Butrón;Region Sur;Principal;-13.653014;-73.428425;Hubert Edgar Salas Rodriguez;Estudio FO Principal;TALAVERA;30;;;;26100;0;Enviado VU;;;;;6/05/2019 12:40;13/05/2019 17:23;;;;Pend. Cotiz.
2019-05-119128;VIVE CONECTADO E.I.R.L;Fibra Optica;HUANCAYO;Juan Noya;PER-002152587;Premium;6/05/2019 13:31;Negocios;Junin;Huancayo;S. Jeronimo De Tunan; Jr. Cuzco 711 - San Jeronimo de Tunan - Huancayo;;Aereo;Mixto;Edificio Monocliente;1;Analista Huancayo;Roger Palza Transm,Efrain Matias Caro;Region Sur;Principal;-11.950747;-75.280272;Hubert Edgar Salas Rodriguez;Estudio FO Principal;SAN JERONIMO DE TUMAN;30;;;;5895;0;Enviado VU;;;;;6/05/2019 13:31;9/05/2019 21:58;;;;Pend. Cotiz.
2019-05-119140;CABLE STAR UCAYALI S.A.C.;Fibra Optica;I@S 100MB PUCALLPA;Jose Barandiaran;19-0821 ;Cableras;6/05/2019 14:13;Mayoristas;Ucayali;Coronel Portillo;Callaria;"AV. TUPAC AMARU MZA. B LOTE. 02.
COORDENADAS: 8°22'50.46""S, 74°33'16.92""O.";;Aereo;Aereo;Edificio Monocliente;0;Analista Huánuco;Juvenal Cerda;Region Norte;Principal;-8.380729549;-74.55470146;Mayra Huaman;;;;;;;;;;;;;;6/05/2019 14:13;;;;;Pend. Cotiz.
2019-05-119150;CABLE STAR UCAYALI S.A.C.;Fibra Optica;I@S 100MB UCAYALI ACCESO OPERADOR;Jose Barandiaran;19-0822 ;Cableras;6/05/2019 14:26;Mayoristas;Ucayali;Coronel Portillo;Callaria;CT_PUCALLPA TDP;;Aereo;Aereo;Edificio Monocliente;0;Analista Huánuco;Roger Palza Transm,Juana Kam;Region Norte;Principal;-8.382382134;-74.5321556;Mayra Huaman;Estudio Transporte;PUCALLPA;15;;;;0;0;Enviado VU;;;;;6/05/2019 14:26;;;;;Pend. Cotiz.
2019-05-119159;INCAPLUS S.A.C.;Fibra Optica;CUSCO;Juan Noya;PER-002152149;Premium;6/05/2019 14:37;Negocios;Cusco;Cusco;Cusco; Pasaje Independencia , T-4, Cusco, Cusco, Cusco;;Aereo;Mixto;Edificio Monocliente;1;Analista Cusco;Roger Palza Transm,Edu Ballesteros;Region Sur;Principal;-13.52705417;-71.98954981;Brayan Ramirez;Estudio FO Principal;CUSCO;30;;;;10600;0;Enviado VU;;;;;6/05/2019 14:37;13/05/2019 17:27;;;;Pend. Cotiz.
2019-05-119178;GLORIA S.A.;Fibra Optica;MATARANI;Juan Noya;PER-001965204;Industria y Globales;6/05/2019 15:11;Empresas;Arequipa;Islay;Islay;Carretera .Matarani-Mollendo Km.50;;Canalizado;Mixto;Edificio Monocliente;1;Analista Arequipa;Juan Malaga Contreras,Arturo Ramos Administrador;Region Sur;Principal;-17.002692;-72.066211;Ricardo Rafael Ccopa Lopez;Estudio FO Principal;MATARANI PUERTO;60;;;;120000;0;Enviado VU;122500;0;67;8/05/2019;6/05/2019 15:11;6/05/2019 18:39;8/05/2019 8:12;;;Pend. Cotiz.
2019-05-119187;APOLLO BUSINESS S.A.C.;Fibra Optica;AMAZONAS;Juan Noya;PER-002152877;Premium;6/05/2019 15:36;Negocios;Amazonas;Bongara;Jazan; Jirón Soriano Morgan, 539, Jazan, Pedro Ruiz, Bongara;;Aereo;Mixto;Edificio Monocliente;1;Analista Chiclayo;Esmeralda Reyes Chero,Roger Palza Transm;Region Norte;Principal;-5.94649;-77.97699;Hubert Edgar Salas Rodriguez;Estudio FO Principal;EBC PEDRO RUIZ GALLO;45;;;;5200;0;Enviado VU;;;;;6/05/2019 15:36;7/05/2019 11:45;;;;Pend. Cotiz.
2019-05-119197;GOBIERNO REGIONAL DE AYACUCHO;Fibra Optica;FO_OFICINA REGIONAL DE ESTUDIOS E INVESTIGACIÓN;Juan Noya;PER-002139305;Proyecto Empresas;6/05/2019 15:57;Empresas;Ayacucho;Huamanga;Ayacucho;Jr. Roma N° 199;;Aereo;Mixto;Edificio Monocliente;1;Analista Ica;Romulo Moyano,Roger Palza Transm;Region Sur;Principal;-13.1571161;-74.2198837;Schelsen Majuan Lopez;Estudio FO Principal;EBC PLAZA MAGDALENA;30;;;;9400;0;Enviado VU;;;;;6/05/2019 15:57;13/05/2019 9:27;;;;Pend. Cotiz.
2019-05-119204;APOLLO BUSINESS S.A.C.;Fibra Optica;JAEN;Juan Noya;20602533256;Premium;6/05/2019 16:07;Negocios;Cajamarca;Jaen;Jaen; San Martin, 1811, Jaen;;Aereo;Mixto;Edificio Monocliente;1;Analista Chiclayo;Esmeralda Reyes Chero,Roger Palza Transm;Region Norte;Principal;-5.710321;-78.811003;Hubert Edgar Salas Rodriguez;Estudio FO Principal;EBC MARTIN BOLIVAR;45;;;;3700;0;Enviado VU;;;;;6/05/2019 16:07;7/05/2019 11:55;;;;Pend. Cotiz.
2019-05-119205;GOBIERNO REGIONAL DE AYACUCHO;Fibra Optica;FO_OFICINA DE COOPERACIÓN INTERNACIONAL;Juan Noya;PER-002139305;Proyecto Empresas;6/05/2019 16:24;Empresas;Ayacucho;Huamanga;Ayacucho;Urb. Mariscal Caceres Mz B Lte 4;;Aereo;Mixto;Edificio Monocliente;1;Analista Ica;Romulo Moyano,Roger Palza Transm;Region Sur;Principal;-13.15262771;-74.22434337;Schelsen Majuan Lopez;Estudio FO Principal;EBC 26 DE ENERO;30;;;;12800;0;Enviado VU;;;;;6/05/2019 16:24;13/05/2019 9:45;;;;Pend. Cotiz.
2019-05-119206;DIPINSA SOCIEDAD ANONIMA CERRADA;Fibra Optica;LAMBAYEQUE;Juan Noya;PER-002152112;Premium;6/05/2019 16:07;Negocios;Lambayeque;Chiclayo;Jose Leonardo Ortiz;"CAL. SALAS NRO 142 
URB. SAN LORENZO";;Aereo;Mixto;Edificio Monocliente;1;Analista Chiclayo;Roger Palza Transm,Esmeralda Reyes Chero;Region Norte;Principal;-6.760946;-79.8478254;Diego Cervantes;Estudio FO Principal;EBC GIRASOLES;40;;;;5400;0;Enviado VU;;;;;6/05/2019 16:07;7/05/2019 12:06;;;;Pend. Cotiz.
2019-05-119227;DIRECCION REGIONAL DE SALUD PASCO;Fibra Optica;C.S. HUARIACA;Juan Noya;PER-002064815;Licitaciones;6/05/2019 17:06;Empresas;Pasco;Pasco;Huariaca;PLAZA PLAZA DE ARMAS HUARIACA DISTRITO HUARIACA PROVINCIA PASCO DEPARTAMENTO PASCO;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Juvenal Cerda;Region Norte;Principal;-10.44221096;-76.1893915;Francelys Figueroa;;;;;;;;;;;;;;6/05/2019 17:06;;;;;Pend. Cotiz.
2019-05-119228;GOBIERNO REGIONAL DE AYACUCHO;Fibra Optica;FO_Sub Gerencia de Defensa Civil;Juan Noya;PER-002139305;Proyecto Empresas;6/05/2019 17:04;Empresas;Ayacucho;Huamanga;Ayacucho;Jr. Garcilaso de la Vega N° 774;;Aereo;Mixto;Edificio Monocliente;1;Analista Ica;José Zavaleta,Roger Palza Transm;Region Sur;Principal;-13.15367119;-74.22611992;Schelsen Majuan Lopez;Estudio FO Principal;EBC MARIA P BELLIDO;30;;;;11550;0;Enviado VU;;;;;6/05/2019 17:04;13/05/2019 15:54;;;;Pend. Cotiz.
2019-05-119244;DIRECCION REGIONAL DE SALUD PASCO;Fibra Optica;C.S. PAUCARTAMBO;Juan Noya;PER-002064815;Licitaciones;6/05/2019 17:18;Empresas;Pasco;Pasco;Paucartambo;JR. DOS DE MAYO N° 549 DISTRITO PAUCARTAMBO PROVINCIA PASCO DEPARTAMENTO PASCO;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Abel Roca;Region Norte;Principal;-10.77447318;-75.8133586;Francelys Figueroa;;;;;;;;;;;;;;6/05/2019 17:18;;;;;Pend. Cotiz.
2019-05-119248;DIRECCION REGIONAL DE SALUD PASCO;Fibra Optica;C.S. TAPUC;Juan Noya;PER-002064815;Licitaciones;6/05/2019 17:24;Empresas;Pasco;Daniel Alcides Carrion;Tapuc; JIRÓN JR JOSE FERREIRA S/N NÚMERO S/N DISTRITO TAPUC PROVINCIA DANIEL ALCIDES CARRION DEPARTAMENTO ;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Boris Arangurí Minchola;Region Norte;Principal;-10.4550659;-76.46154385;Francelys Figueroa;;;;;;;;;;;;;;6/05/2019 17:24;;;;;Pend. Cotiz.
2019-05-119251;DIRECCION REGIONAL DE SALUD PASCO;Fibra Optica;C.S. TUSI;Juan Noya;PER-002064815;Licitaciones;6/05/2019 17:36;Empresas;Pasco;Daniel Alcides Carrion;Santa Ana De Tusi; OTROS SANTA ANA DE TUSI S/N NÚMERO S/N DISTRITO SANTA ANA DE TUSI PROVINCIA DANIEL ALCIDES CARRION ;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Juana Kam;Region Norte;Principal;-10.4724268;-76.3539267;Francelys Figueroa;;;;;;;;;;;;;;6/05/2019 17:36;;;;;Pend. Cotiz.
2019-05-119256;DIRECCION REGIONAL DE SALUD PASCO;Fibra Optica;C.S. PARAGSHA;Juan Noya;PER-002064815;Licitaciones;6/05/2019 17:46;Empresas;Pasco;Pasco;Simon Bolivar;JR 28 DE JULIO S/N PARAGSHA NÚMERO S/N DISTRITO SIMON BOLIVAR PROVINCIA PASCO DEPARTAMENTO PASCO;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Freddy Flores;Region Norte;Principal;-10.67209928;-76.26661506;Francelys Figueroa;;;;;;;;;;;;;;6/05/2019 17:46;;;;;Pend. Cotiz.
2019-05-119267;DIRECCION REGIONAL DE SALUD PASCO;Fibra Optica;C.S. HUAYLLAY;Juan Noya;PER-002064815;Licitaciones;6/05/2019 18:03;Empresas;Pasco;Pasco;Huayllay;HUAYLLAY DISTRITO HUAYLLAY PROVINCIA PASCO DEPARTAMENTO PASCO;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Abel Roca;Region Norte;Principal;-10.99961553;-76.36164581;Francelys Figueroa;;;;;;;;;;;;;;6/05/2019 18:03;;;;;Pend. Cotiz.
2019-05-119271;DIRECCION REGIONAL DE SALUD PASCO;Fibra Optica;C.S. TUPAC AMARU;Juan Noya;PER-002064815;Licitaciones;6/05/2019 18:17;Empresas;Pasco;Pasco;Chaupimarca;JR JOSE CARLOS MARIATEGUI S/N - CHAUPIMARCA NÚMERO S/N DISTRITO CHAUPIMARCA PROVINCIA PASCO DEPARTAM;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Boris Arangurí Minchola;Region Norte;Principal;-10.68704478;-76.24928547;Francelys Figueroa;;;;;;;;;;;;;;6/05/2019 18:17;;;;;Pend. Cotiz.
2019-05-119273;DIRECCION REGIONAL DE SALUD PASCO;Fibra Optica;P.S. SHELBY;Juan Noya;PER-002064815;Licitaciones;6/05/2019 18:28;Empresas;Pasco;Pasco;Vicco;CARRETERA CENTRAL SHELBY DISTRITO VICCO PROVINCIA PASCO DEPARTAMENTO PASCO;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Juvenal Cerda;Region Norte;Principal;-10.813632;-76.22234634;Francelys Figueroa;;;;;;;;;;;;;;6/05/2019 18:28;;;;;Pend. Cotiz.
2019-05-119292;REPSOL COMERCIAL SAC;Fibra Optica;EE.SS MELLIZAS 1;Juan Noya;PER-001762845;Energía y Recursos Naturales;6/05/2019 19:39;Empresas;Lima;Cañete;Mala; Panamericana Sur  Km 88;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Juan Noya,Roger Palza Transm,Mario Timana Dominion;Lima;Principal;-12.69623038;-76.6439548;Angel Martin Cervantes Zapatero;Estudio FO Principal;MALA;60;;;;85200;0;Enviado VU;;;;;6/05/2019 19:39;8/05/2019 16:08;;;;Pend. Cotiz.
2019-05-119293;REPSOL COMERCIAL SAC;Fibra Optica;EESS MELLIZAS 2;Juan Noya;PER-001762845;Energía y Recursos Naturales;6/05/2019 19:47;Empresas;Lima;Cañete;Mala;PANAMERICANA SUR KM 88 ;;Canalizado;Aereo;Edificio Monocliente;1;Analista Lima;Roger Palza Transm,Mario Timana Dominion;Lima;Principal;-12.69563902;-76.64306565;Angel Martin Cervantes Zapatero;Estudio FO Principal;MALA;60;;;;85200;0;Enviado VU;;;;;6/05/2019 19:47;13/05/2019 8:36;;;;Pend. Cotiz.
2019-05-119323;BANCO INTERBANK;Fibra Optica;Mar Verde ;Juan Noya;PER-002029720;Banca;7/05/2019 11:08;Empresas;La Libertad;Viru;Chao;" Carretera Panamericana Norte KM 497
";;Aereo;Mixto;Edificio Monocliente;1;Analista Trujillo;Marco Ingunza Meza;Region Norte;Principal;-8.5603548;-78.6659718;Jenny Victoria Aponte Acevedo;;;;;;;;;;;;;;7/05/2019 11:08;;;;;Pend. Cotiz.
2019-05-119325;DIRECCION REGIONAL DE SALUD PASCO;Fibra Optica;P.S. TICLACAYAN;Juan Noya;PER-002064815;Licitaciones;7/05/2019 10:39;Empresas;Pasco;Pasco;Ticlacayan; TICLACAYAN S/N NÚMERO S/N DISTRITO TICLACAYAN PROVINCIA PASCO DEPARTAMENTO PASCO;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Freddy Flores;Region Norte;Principal;-10.53398305;-76.16391659;Francelys Figueroa;;;;;;;;;;;;;;7/05/2019 10:39;;;;;Pend. Cotiz.
2019-05-119329;DIRECCION REGIONAL DE SALUD PASCO;Fibra Optica;P.S. CAJAMARQUILLA;Juan Noya;PER-002064815;Licitaciones;7/05/2019 11:19;Empresas;Pasco;Pasco;Yanacancha;CARRETERA CENTRAL S/N CAJAMARQUILLA NÚMERO S/N DISTRITO YANACANCHA PROVINCIA PASCO DEPARTAMENTO PASC;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Abel Roca;Region Norte;Principal;-10.53600812;-76.18786422;Francelys Figueroa;;;;;;;;;;;;;;7/05/2019 11:19;;;;;Pend. Cotiz.
2019-05-119366;DIRECCION REGIONAL DE SALUD PASCO;Fibra Optica;P.S. DANIEL ALCIDES CARRION;Juan Noya;PER-002064815;Licitaciones;7/05/2019 11:35;Empresas;Pasco;Pasco;Chaupimarca;AA.HH. TUPAC AMARU SECTOR 01 S/N NÚMERO S/N DISTRITO CHAUPIMARCA PROVINCIA PASCO DEPARTAMENTO PASCO ;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Boris Arangurí Minchola;Region Norte;Principal;-10.69149429;-76.24494018;Francelys Figueroa;;;;;;;;;;;;;;7/05/2019 11:35;;;;;Pend. Cotiz.
2019-05-119376;DIRECCION REGIONAL DE SALUD PASCO;Fibra Optica;P.S. QUIPARACRA;Juan Noya;PER-002064815;Licitaciones;7/05/2019 11:42;Empresas;Pasco;Pasco;Huachon;QUIPARACRA S/N NÚMERO S/N DISTRITO HUACHON PROVINCIA PASCO DEPARTAMENTO PASCO;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Juana Kam;Region Norte;Principal;-10.64420371;-75.86887885;Francelys Figueroa;;;;;;;;;;;;;;7/05/2019 11:42;;;;;Pend. Cotiz.
2019-05-119381;DIRECCION REGIONAL DE SALUD PASCO;Fibra Optica;P.S. HUALLAMAYO;Juan Noya;PER-002064815;Licitaciones;7/05/2019 11:52;Empresas;Pasco;Pasco;Paucartambo;HUALLAMAYOS/N NÚMERO S/N DISTRITO PAUCARTAMBO PROVINCIA PASCO DEPARTAMENTO PASCO;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Freddy Flores;Region Norte;Principal;-10.76412829;-75.74163365;Francelys Figueroa;;;;;;;;;;;;;;7/05/2019 11:52;;;;;Pend. Cotiz.
2019-05-119391;EMPRESA DE TRANSPORTES TURISTICOS COLECTIVOS FLORES S.A.C.;Fibra Optica;;Juan Noya;PER-002153416;Premium;7/05/2019 12:09;Negocios;Tacna;Tacna;Coronel Gregorio Albarracín;" C.H ALFONSO UGARTE ETAPA III MZ. E1 LT. 33; CORONEL GREGORIO ALBARRACIN; TACNA";;Aereo;Mixto;Edificio Monocliente;1;Analista Tacna;Darío Paredes,Roger Palza Transm;Region Sur;Principal;-18.038006;-70.245431;Hubert Edgar Salas Rodriguez;Estudio FO Principal;CONO SUR;30;;;;9300;0;Enviado VU;;;;;7/05/2019 12:09;9/05/2019 0:52;;;;Pend. Cotiz.
