CODIGO;CLIENTE;TIPO REQUERIMIENTO;ALIAS;RESPONSABLE VU;SALESFORCE;PROYECTO;REGISTRO;SEGMENTO;DEPARTAMENTO;PROVINCIA;DISTRITO;DIRECCION;NUMERO;ACCESO;TENDIDO EXTERNO;TIPO SEDE;NRO PISOS;ZONAL;RESPONSABLE ;REGION;ENLACE;LATITUD;LONGITUD;UNIDAD DE NEGOCIO;ESTUDIO;NODO;DIAS;PEP;PEP2;GRAFO;TOTAL SOLES;TOTAL DOLARES;ESTADO ESTUDIO;COTIZACION SOLES;COTIZACION DOLARES;DIAS;FECHA ENVIO;INICIO ESTUDIO;FIN ESTUDIO;FIN CONSOLIDACION;INICIO EJECUCION;INICIO IMPLEMENTACION;ESTADO
2019-05-120226;PROGRAMA NACIONAL CUNA MAS;Fibra Optica;BAGUA;Juan Noya;PER-002153353;Licitaciones;10/05/2019 12:19;Empresas;Amazonas;Bagua;Bagua; Jr. UTCUBAMBA  N° 621  ;;Aereo;Mixto;Edificio Monocliente;1;Analista Chiclayo;Roger Palza Transm,Esmeralda Reyes Chero;Region Norte;Principal;-5.6398566;-78.5355273;Jenny Victoria Aponte Acevedo;Estudio FO Principal;EBC BAGUA MENDOZA;45;;;;5900;0;Enviado VU;;;;;10/05/2019 12:19;13/05/2019 12:42;;;;Pend. Cotiz.
2019-05-120236;HORTIFRUT - PERÚ S.A.C.;Fibra Optica;CHAO PRINC;Juan Noya;PER-002133119;Licitaciones;10/05/2019 12:44;Empresas;La Libertad;Viru;Chao;Ca. Panamericna Norte Km 493 - 495;;Aereo;Aereo;Edificio Monocliente;1;Analista Trujillo;Roger Palza Transm,Fanny Barba;Region Norte;Principal;-8.580049755;-78.63337792;Miguel Suárez Quispehuamán;Estudio FO Principal;EBC CHAO;15;;;;10411;0;Enviado VU;;;;;10/05/2019 12:44;13/05/2019 8:10;;;;Pend. Cotiz.
2019-05-120249;IQ ELECTRONICS PERU SAC;Fibra Optica;LURIN;Juan Noya;PER-002157158;Alto Valor;10/05/2019 13:46;Negocios;Lima;Lima;Lurin;"Av. Los Eucaliptops Lote 1
Urb. Campanitas";;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Roger Palza Transm,Mario Timana Dominion;Lima;Principal;-12.280493;-76.833309;Diego Cervantes;Estudio FO Principal;EBC ET LURIN;45;;;;37200;0;Enviado VU;;;;;10/05/2019 13:46;13/05/2019 11:27;;;;Pend. Cotiz.
2019-05-120253;EE&M TELECOMUNICACIONES SERVICIOS GENERALES S.A.C. - EE&M S.A.C.;Fibra Optica;AREQUIPA;Juan Noya;PER-002157651;Premium;10/05/2019 14:11;Negocios;Arequipa;Camana;Camana; Jr. nicolas de Pierola 153;;Aereo;Mixto;Edificio Monocliente;1;Analista Arequipa;Juan Malaga Contreras,Roger Palza Transm;Region Sur;Principal;-16.62294722;-72.71121366;Wayloung Leung;Estudio FO Principal;CAMANA;30;;;;1250;0;Enviado VU;;;;;10/05/2019 14:11;14/05/2019 11:33;;;;Pend. Cotiz.
2019-05-120254;FIBERWORKS S.A.C.;Fibra Optica;LIMA;Juan Noya;PER-002157591;Premium;10/05/2019 14:26;Negocios;Lima;Lima;S. Juan De Lurigancho;Jr. Este Mz M11 Lote 2 Urb. Mariscal Caceres;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-11.9473125;-76.9836875;Wayloung Leung;;;;;;;;;;;;;;10/05/2019 14:26;;;;;Pend. Cotiz.
2019-05-120260;IMPORTAD. TECNICA IND.Y COMERC;Fibra Optica;LURIGANCHO;Juan Noya;PER-002115512;Alto Valor;10/05/2019 14:55;Negocios;Lima;Lima;Lurigancho; CAL.LOS CEDROS MZA. D LOTE. 05 LOT. LA CAPITANA CP SANTA MARIA DE HUACHIPA  ;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Manuel Vera Lari,Roger Palza Transm;Lima;Principal;-12.010779;-76.916085;Hubert Edgar Salas Rodriguez;Estudio FO Principal;HUACHIPA;30;;;;9400;0;Enviado VU;;;;;10/05/2019 14:55;13/05/2019 15:23;;;;Pend. Cotiz.
2019-05-120274;Media Networks Peru SAC;Fibra Optica;SEDE-BRASIL;Juan Noya;PER-002151278;Industria y Globales;10/05/2019 15:23;Empresas;Lima;Lima;Jesus Maria; Av. Brasil 1857;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Rocio Aquino Cobra,Roger Palza Transm;Lima;Principal;-12.07791486;-77.05563757;Luis Mallco Pereda;Estudio FO Principal;MAGDALENA - LIMA;30;;;;8200;0;Enviado VU;;;;;10/05/2019 15:23;10/05/2019 15:49;;;;Pend. Cotiz.
2019-05-120346;CONSORCIO AMANCAE;Fibra Optica;callao;Juan Noya;PER-002150329;Proyecto Empresas;10/05/2019 19:14;Empresas;Callao;Callao;Callao; Avenida Nestor Gambeta SN;;Canalizado;Mixto;Edificio Monocliente;1;Analista Lima;Rocio Aquino Cobra,Roger Palza Transm;Lima;Principal;-12.028039;-77.126564;Ricardo Rafael Ccopa Lopez;Estudio FO Principal;CALLAO;30;;;;24200;0;Enviado VU;;;;;10/05/2019 19:14;10/05/2019 20:04;;;;Pend. Cotiz.
2019-05-120349;EMPRESAS COMERCIALES S A;Fibra Optica;B6 IQUITOS;Juan Noya;PER-002092232;Industria y Globales;10/05/2019 23:52;Empresas;Loreto;Maynas;Iquitos;Jr. Próspero 665;;Canalizado;Mixto;Edificio Monocliente;1;Analista Iquitos;Edwin Cordova;Region Norte;Principal;-3.754531027;-73.24683936;Raul Quispe Atuncar;;;;;;;;;;;;;;10/05/2019 23:52;;;;;Pend. Cotiz.
2019-05-120351;CAJA MUNICIPAL CUSCO;Fibra Optica;AGENCIA OF. PRINCIPAL;Juan Noya;PER-001648349;Banca;11/05/2019 11:46;Empresas;Cusco;Cusco;Wanchaq;AV. LA CULTURA Nº 1624;;Aereo;Aereo;Edificio Monocliente;1;Analista Cusco;Roger Palza Transm,Roberto Butrón;Region Sur;Principal;-13.52580559;-71.95196659;Frank Kevin Yauta Dominguez;Estudio FO Principal;CUSCO;30;;;;7100;0;Enviado VU;;;;;11/05/2019 11:46;13/05/2019 19:48;;;;Pend. Cotiz.
2019-05-120357;CAJA MUNICIPAL CUSCO;Fibra Optica;AGENCIA PISAQ;Juan Noya;PER-001648349;Banca;11/05/2019 12:41;Empresas;Cusco;Calca;Pisac; Av. Grau Esquina Con Av Amazonas Sn - Pisac - Cusco;;Aereo;Aereo;Edificio Monocliente;1;Analista Cusco;Edu Ballesteros,Roger Palza Transm;Region Sur;Principal;-13.423124;-71.850125;Frank Kevin Yauta Dominguez;Estudio FO Principal;PISAC;30;;;;17200;0;Enviado VU;;;;;11/05/2019 12:41;14/05/2019 11:00;;;;Pend. Cotiz.
2019-05-120359;CAJA MUNICIPAL CUSCO;Fibra Optica;AGENCIA CALCA;Juan Noya;PER-001648349;Banca;11/05/2019 13:31;Empresas;Cusco;Calca;Calca; Calle Espinar 319 - 321 Plaza de Armas;;Aereo;Aereo;Edificio Monocliente;1;Analista Cusco;Roger Palza Transm,Jesús Paniura;Region Sur;Principal;-13.32117017;-71.95616124;Frank Kevin Yauta Dominguez;Estudio FO Principal;CALCA;30;;;;5300;0;Enviado VU;;;;;11/05/2019 13:31;13/05/2019 17:44;;;;Pend. Cotiz.
2019-05-120364;CAJA MUNICIPAL CUSCO;Fibra Optica;AGENCIA ILAVE;Juan Noya;PER-001648349;Banca;11/05/2019 18:01;Empresas;Puno;El Collao;Ilave; JR. RICARDO PALMA 138 ILAVE;;Aereo;Aereo;Edificio Monocliente;1;Analista Puno;Jesús Parisaca,Roger Palza Transm;Region Sur;Principal;-16.08404;-69.63853;Frank Kevin Yauta Dominguez;Estudio FO Principal;ILAVE;15;;;;5700;0;Enviado VU;;;;;11/05/2019 18:01;13/05/2019 23:58;;;;Pend. Cotiz.
2019-05-120374;CAJA MUNICIPAL CUSCO;Fibra Optica;AGENCIA CHALHUANCA;Juan Noya;PER-001648349;Banca;11/05/2019 21:02;Empresas;Apurimac;Aymaraes;Chalhuanca; Panamericana con Mariscal Caceres 262 Lt-7, mz k-2 - Chalhuanca;;Aereo;Aereo;Edificio Monocliente;1;Analista Cusco;Roger Palza Transm,Roberto Butrón;Region Sur;Principal;-14.29512;-73.247536;Frank Kevin Yauta Dominguez;Estudio FO Principal;EBC CHALHUANCA;30;;;;2500;0;Enviado VU;;;;;11/05/2019 21:02;13/05/2019 10:19;;;;Pend. Cotiz.
2019-05-120389;CAJA MUNICIPAL CUSCO;Fibra Optica;AGENCIA BASADRE;Juan Noya;PER-001648349;Banca;12/05/2019 18:24;Empresas;Tacna;Tacna;Alto De La Alianza; Av. Jorge Basadre Grohmann 1400 Mz 29 Lote I del Asentamiento Humano Alto  de la Alianza;;Aereo;Aereo;Edificio Monocliente;1;Analista Tacna;Roger Palza Transm,Darío Paredes;Region Sur;Principal;-17.99366723;-70.22750018;Frank Kevin Yauta Dominguez;Estudio FO Principal;EBC BOLOGNESI;30;;;;5000;0;Enviado VU;;;;;12/05/2019 18:24;14/05/2019 14:01;;;;Pend. Cotiz.
2019-05-120419;CORPORACION BAGUETERA S.A.C.;Fibra Optica;CHORRILLOS;Juan Noya;PER-001715221;Alto Valor;13/05/2019 10:21;Negocios;Lima;Lima;Chorrillos;" AV. HERNANDO DE LAVALLE NRO. 1530, CHORRILLOS, LIMA COUNTRY CLUB VILLA
";;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Mario Timana Dominion,Roger Palza Transm;Lima;Principal;-12.215324;-76.997689;Hubert Edgar Salas Rodriguez;Estudio FO Principal;EBC COW COUNTRY VILLA;30;;;;4700;0;Enviado VU;;;;;13/05/2019 10:21;13/05/2019 14:56;;;;Pend. Cotiz.
2019-05-120423;BANCO DE LA NACION;Fibra Optica;VICTOR LARCO HERRERA;Juan Noya;PER-002134601;Banca;13/05/2019 10:17;Empresas;La Libertad;Trujillo;Victor Larco Herrera;AV. VICTOR LARCO HERRERA NRO. 904 URB. VISTA ALEGRE (MZA.4 LOTE 3);;Canalizado;Mixto;Edificio Monocliente;1;Analista Trujillo;Fanny Barba;Region Norte;Principal;-8.137042669;-79.04936634;Colombati Josue Del Carpio Bellodas;;;;;;;;;;;;;;13/05/2019 10:17;;;;;Pend. Cotiz.
2019-05-120436;BANCO DE LA NACION;Fibra Optica;CHICLAYO;Juan Noya;PER-002134601;Defensa;13/05/2019 10:20;Empresas;Lambayeque;Chiclayo;Chiclayo;AV. SAENZ PEÑA NRO. 1068;;Canalizado;Mixto;Edificio Monocliente;1;Analista Chiclayo;Roger Palza Transm,Esmeralda Reyes Chero;Region Norte;Principal;-6.769532294;-79.83593257;Colombati Josue Del Carpio Bellodas;Estudio FO Principal;EBC SAENZ PEÑA CHICLAYO;40;;;;3500;0;Enviado VU;;;;;13/05/2019 10:20;13/05/2019 15:20;;;;Pend. Cotiz.
2019-05-120478;REPRESENTAC.TECNIMOTOR E.I.R.L;Fibra Optica;Pucallpa1;Juan Noya;PER-002158491;Alto Valor;13/05/2019 11:28;Negocios;Ucayali;Coronel Portillo;Callaria;  Jr Huascar N° 747 Pucallpa;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Boris Arangurí Minchola;Region Norte;Principal;-8.384385452;-74.52799861;SAMUEL   MARQUEZ TEJERINA;;;;;;;;;;;;;;13/05/2019 11:28;;;;;Pend. Cotiz.
2019-05-120480;Inkaferro SAC;Fibra Optica;;Juan Noya;PER-002158185;Alto Valor;13/05/2019 11:49;Negocios;Loreto;Maynas;Iquitos;Av. Abelardo Quiñones N° 1258 - San Juan bautista - Maynas;;Aereo;Mixto;Edificio Monocliente;2;Analista Iquitos;Edwin Cordova;Region Norte;Principal;-3.765688879;-73.26782707;Brayan Ramirez;;;;;;;;;;;;;;13/05/2019 11:49;;;;;Pend. Cotiz.
2019-05-120493;AKL BUSINESS S.R.L.;Fibra Optica;SAN_MARTIN;Juan Noya;PER-002159717;Premium;13/05/2019 11:54;Negocios;San Martin;Bellavista;Bellavista;" AV LIMA 460 BELLAVISTA - SAN MARTIN SAN MARTIN
";;Aereo;Mixto;Edificio Monocliente;1;Analista Tarapoto;Roger Palza Transm,Jesús Anampa;Region Norte;Principal;-7.057439;-76.589661;Hubert Edgar Salas Rodriguez;Estudio FO Principal;BELLAVISTA;30;;;;19050;0;Enviado VU;;;;;13/05/2019 11:54;13/05/2019 16:28;;;;Pend. Cotiz.
2019-05-120501;WARI SERVICE SAC;Fibra Optica;MOQUEGUA;Juan Noya;PER-002157211;Alto Valor;13/05/2019 12:16;Negocios;Moquegua;Mariscal Nieto;Moquegua;"AV. CIRCUNVALACION CON 
AV. AMPARO BALUARTE CORNEJO
";;Aereo;Mixto;Edificio Monocliente;1;Analista Tacna;Yordana Maldonado,Roger Palza Transm;Region Sur;Principal;-17.211304;-70.9572;Diego Cervantes;Estudio FO Principal;EBC UNI MOQUEGUA;30;;;;18500;0;Enviado VU;;;;;13/05/2019 12:16;14/05/2019 11:10;;;;Pend. Cotiz.
2019-05-120544;SIERRA ANDINA S.A.C.;Fibra Optica;CUSCO;Juan Noya;PER-002160624;Premium;13/05/2019 14:19;Negocios;Cusco;Urubamba;Machupicchu; Avenida Imperio de los Incas, 516, Aguas calientes, Machupicchu pueblo, Urubamba;;Aereo;Mixto;Edificio Monocliente;1;Analista Cusco;Roger Palza Transm,Roberto Butrón;Region Sur;Principal;-13.154488;-72.526447;Hubert Edgar Salas Rodriguez;Estudio FO Principal;AGUAS CALIENTES;30;;;;3900;0;Enviado VU;;;;;13/05/2019 14:19;13/05/2019 17:51;;;;Pend. Cotiz.
2019-05-120545;GIGA & MEGA PLUS TV S.A.C.;Fibra Optica;Acceso Lunahuana;Jose Barandiaran;19-0820;Prestadoras;13/05/2019 14:11;Mayoristas;Lima;Cañete;Lunahuana;JR. LOS ANDES / PJ. SAN JUAN;;Aereo;Aereo;Edificio Monocliente;1;Analista Ica;Roger Palza Transm,José Zavaleta;Region Sur;Principal;-12.96083491;-76.14179609;Jorge Llantoy;Estudio Transporte;LUNAHUANA;15;;;;3460;0;Enviado VU;;;;;13/05/2019 14:11;;;;;Pend. Cotiz.
2019-05-120548;PROGRAMA NACIONAL CUNA MAS;Fibra Optica;CUSCO ;Juan Noya;PER-002153353;Licitaciones;13/05/2019 14:59;Empresas;Cusco;Cusco;San Sebastian;"URB Tipo granja de Santa  María   LTE  B2 E  San Sebastian  - Calle los cipreses  120- CUSCO

";;Aereo;Mixto;Edificio Monocliente;1;Analista Cusco;Edu Ballesteros;Region Sur;Principal;-2.8923132;-79.0268684;Jenny Victoria Aponte Acevedo;;;;;;;;;;;;;;13/05/2019 14:59;;;;;Pend. Cotiz.
2019-05-120574;BANCO INTERBANK;Fibra Optica;Ajeper;Juan Noya;PER-002029720;Banca;13/05/2019 15:22;Empresas;Lima;Lima;Lurigancho;Av. La Paz Lt 30 Santa María de Huachipa;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Roger Palza Transm,Manuel Vera Lari;Lima;Principal;-12.01926858;-76.92260286;Juan Carlos Flores Aroni;Estudio FO Principal;EBC HUACHIPA;30;;;;11700;0;Enviado VU;;;;;13/05/2019 15:22;14/05/2019 12:19;;;;Pend. Cotiz.
2019-05-120577;MUNICIPALIDAD DISTRITAL DE ECHARATE;Fibra Optica;MUNICIPALIDAD DISTRITAL DE ECHARATE;Juan Noya;PER-002134671;Licitaciones;13/05/2019 18:31;Empresas;Cusco;La Convencion;Echarate; Plaza de Armas S/N MUNICIPALIDAD DISTRITAL DE ECHARATE;;Aereo;Mixto;Edificio Monocliente;1;Analista Cusco;Roger Palza Transm,Roberto Butrón;Region Sur;Principal;-12.7682222;-72.5766824;Francelys Figueroa;Estudio FO Principal;EBC ECHARATI;30;;;;12500;0;Enviado VU;;;;;13/05/2019 18:31;14/05/2019 10:52;;;;Pend. Cotiz.
2019-05-120580;SANEXIM S.A.C.;Fibra Optica;ATE;Juan Noya;PER-002058980;Alto Valor;13/05/2019 15:43;Negocios;Lima;Lima;Ate;" PSJE. LA CALERA 146 - CDRA. 19 NICOLAS AYLLON
";;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-12.062317;-76.986564;Lizbeth Barriga;;;;;;;;;;;;;;13/05/2019 15:43;;;;;Pend. Cotiz.
2019-05-120581;BANCO INTERBANK;Fibra Optica;Locutorio Telefónica Mala;Juan Noya;PER-002029720;Banca;13/05/2019 16:32;Empresas;Lima;Cañete;Mala;" Calle Marchand 190 Mala
";;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Mario Timana Dominion,Roger Palza Transm;Lima;Principal;-12.656701;-76.63644368;Juan Carlos Flores Aroni;Estudio FO Principal;MALA;30;;;;6900;0;Enviado VU;;;;;13/05/2019 16:32;14/05/2019 10:05;;;;Pend. Cotiz.
2019-05-120583;CORPORACION ALAYO SAC CORPALA SAC;Fibra Optica;LA VICTORIA;Juan Noya;PER-002159829;Premium;13/05/2019 15:44;Negocios;Lima;Lima;La Victoria; AV. NICOLAS ARRIOLA 314, OF 603 - LA VICTORIA;;Aereo;Mixto;Edificio Monocliente;6;Analista Lima;Manuel Vera Lari;Lima;Principal;-12.0879098;-77.0159186;Luis Herrera;;;;;;;;;;;;;;13/05/2019 15:44;;;;;Pend. Cotiz.
2019-05-120584;PROGRAMA NACIONAL CUNA MAS;Fibra Optica;Huanuco;Juan Noya;PER-002153353;Licitaciones;13/05/2019 16:26;Empresas;Huanuco;Huanuco;Huanuco; Jr. 28 de Julio Nro  1106 3er.  PISO ;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Boris Arangurí Minchola;Region Norte;Principal;-9.959042;-76.2481639;Jenny Victoria Aponte Acevedo;;;;;;;;;;;;;;13/05/2019 16:26;;;;;Pend. Cotiz.
2019-05-120586;ENEL GENERACION PERU S.A.A.;Fibra Optica;CH Huampani;Juan Noya;PER-002093483;Energía y Recursos Naturales;13/05/2019 16:01;Empresas;Lima;Lima;Lurigancho; Central Hidroeléctrica Huampani S/N _(Sala Control Room de Respaldo);;Canalizado;Mixto;Edificio Monocliente;1;Analista Lima;Roger Palza Transm,Manuel Vera Lari;Lima;Principal;-11.97382365;-76.7751293;Richard Perez;Estudio FO Principal;EBC LOS CEREZOS;30;;;;21200;0;Enviado VU;;;;;13/05/2019 16:01;14/05/2019 16:05;;;;Pend. Cotiz.
2019-05-120590;ECKERD PERU S.A.;Fibra Optica;Dominicos;Juan Noya;PER-001735074;Banca;13/05/2019 15:52;Empresas;Callao;Callao;Callao; AV. LOS DOMINICOS MZA. R LOTE. 13 URB. SANTA ROSA PROV. CONST. DEL CALLAO PROV. CONST. DEL CALLAO C;;Canalizado;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-12.00885724;-77.09810653;Colombati Josue Del Carpio Bellodas;;;;;;;;;;;;;;13/05/2019 15:52;;;;;Pend. Cotiz.
2019-05-120600;COOP. DE AHORRO Y CREDITO QUILLABAMBA LTDA.;Fibra Optica;SEDE_FO SANTA TERESA;Juan Noya;PER-002156860;Licitaciones;13/05/2019 16:13;Empresas;Cusco;La Convencion;Santa Teresa;AV. REGIONAL L4 PLAZA DE ARMAS;;Canalizado;Mixto;Edificio Monocliente;1;Analista Cusco;Roger Palza Transm,Roberto Butrón;Region Sur;Principal;-13.13055699;-72.59426933;Gaby Deudor Yauri;Estudio FO Principal;EBC SANTA TERESA DEF;30;;;;10900;0;Enviado VU;;;;;13/05/2019 16:13;14/05/2019 10:50;;;;Pend. Cotiz.
2019-05-120611;ECKERD PERU S.A.;Fibra Optica;mochumi;Juan Noya;PER-001735074;Salud;13/05/2019 16:12;Empresas;Lambayeque;Lambayeque;Mochumi;"ca. san martin n° 800, lte. 26 mza. 10, sector 01, mochumi
";;Aereo;Mixto;Edificio Monocliente;1;Analista Chiclayo;Roger Palza Transm,Esmeralda Reyes Chero;Region Norte;Principal;-6.546929005;-79.86475996;Colombati Josue Del Carpio Bellodas;Estudio FO Principal;EBC URA MOCHUMI;40;;;;6400;0;Enviado VU;;;;;13/05/2019 16:12;15/05/2019 12:28;;;;Pend. Cotiz.
2019-05-120637;BANCO INTERBANK;Fibra Optica;C.C. Plaza Lima Norte I;Juan Noya;PER-002029720;Banca;13/05/2019 16:47;Empresas;Lima;Lima;Independencia;" Av. Alfredo Mendiola 1400 
";;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-12.00684335;-77.06035487;Juan Carlos Flores Aroni;;;;;;;;;;;;;;13/05/2019 16:47;;;;;Pend. Cotiz.
2019-05-120651;BANCO INTERBANK;Fibra Optica;CC Gran Caquetá;Juan Noya;PER-002029720;Banca;13/05/2019 17:12;Empresas;Lima;Lima;San Martin De Porres; Av. 10 de Junio 870 ;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-12.03018856;-77.04988299;Juan Carlos Flores Aroni;;;;;;;;;;;;;;13/05/2019 17:12;;;;;Pend. Cotiz.
2019-05-120667;BANCO INTERBANK;Fibra Optica;Terminal Terrestre Plaza Norte;Juan Noya;PER-002029720;Banca;13/05/2019 17:18;Empresas;Lima;Lima;Independencia;" Av. Túpac Amaru s/n (alt. Tomás Valle)
";;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-12.00543048;-77.05566578;Juan Carlos Flores Aroni;;;;;;;;;;;;;;13/05/2019 17:18;;;;;Pend. Cotiz.
2019-05-120670;CONSORCIO EMPRESARIAL AJP S.A.C.;Fibra Optica;LAMBAYEQUE;Juan Noya;PER-002138729;Premium;13/05/2019 17:21;Negocios;Lambayeque;Lambayeque;Olmos;Avenida Agusto B. Leguia, 947, Olmos, Olmos, Lambayeque;;Aereo;Mixto;Edificio Monocliente;1;Analista Chiclayo;Roger Palza Transm,Esmeralda Reyes Chero;Region Norte;Principal;-5.988844815;-79.747695;Brayan Ramirez;Estudio FO Principal;EBC OLMOS PUEBLO NEW;40;;;;6500;0;Enviado VU;;;;;13/05/2019 17:21;14/05/2019 15:35;;;;Pend. Cotiz.
2019-05-120694;PROGRAMA NACIONAL CUNA MAS;Fibra Optica;LAMBAYEQUE;Juan Noya;PER-002153353;Licitaciones;13/05/2019 17:54;Empresas;Lambayeque;Chiclayo;Chiclayo; CALLE FRANCISCO  CABRERA Nro  1040  ;;Aereo;Mixto;Edificio Monocliente;1;Analista Chiclayo;Esmeralda Reyes Chero,Roger Palza Transm;Region Norte;Principal;-6.7724073;-79.8344406;Jenny Victoria Aponte Acevedo;Estudio FO Principal;EBC TARATA LAMBAYEQUE;40;;;;3500;0;Enviado VU;;;;;13/05/2019 17:54;14/05/2019 16:19;;;;Pend. Cotiz.
2019-05-120708;PROGRAMA NACIONAL CUNA MAS;Fibra Optica;HUACHO;Juan Noya;PER-002153353;Licitaciones;13/05/2019 18:11;Empresas;Lima;Huaura;Huacho;"PASAJE IRENE SOLAR N°  161  Y AV. Alfonso Ugarte  210 

 ";;Aereo;Mixto;Edificio Monocliente;1;Analista Huacho;Victor Tamay;Region Norte;Principal;-11.10856096;-77.60846757;Jenny Victoria Aponte Acevedo;;;;;;;;;;;;;;13/05/2019 18:11;;;;;Pend. Cotiz.
2019-05-120713;HYTORC PERU SOLUTIONS S.A.C.;Fibra Optica; CHORRILLOS ;Juan Noya;PER-002160430;Alto Valor;13/05/2019 18:11;Negocios;Lima;Lima;Chorrillos; AV. LOS FAISANES 309;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Mario Timana Dominion,Roger Palza Transm;Lima;Principal;-12.1786508;-77.0005248;Lizbeth Barriga;Estudio FO Principal;EBC GR FAISANES;30;;;;8700;0;Enviado VU;;;;;13/05/2019 18:11;14/05/2019 12:21;;;;Pend. Cotiz.
2019-05-120718;HYTORC PERU SOLUTIONS S.A.C.;Fibra Optica;CHORRILLOS ;Juan Noya;PER-002160430;Alto Valor;13/05/2019 18:17;Negocios;Lima;Lima;Chorrillos; AV. LOS FAISANES 301 ;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Roger Palza Transm,Mario Timana Dominion;Lima;Principal;-12.1788618;-77.0007094;Lizbeth Barriga;Estudio FO Principal;EBC GR FAISANES;30;;;;8700;0;Enviado VU;;;;;13/05/2019 18:17;14/05/2019 12:38;;;;Pend. Cotiz.
2019-05-120723;BANCO INTERBANK;Fibra Optica;Inkafarma Ventanilla;Juan Noya;PER-002029720;Banca;13/05/2019 18:21;Empresas;Callao;Callao;Ventanilla;" Urbanización La Bandera Mz C7 Lote 14 A  (Ex Zona Comercial
Ventanilla)";;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-11.87688373;-77.12886017;Juan Carlos Flores Aroni;;;;;;;;;;;;;;13/05/2019 18:21;;;;;Pend. Cotiz.
2019-05-120727;UNIDAD DE GESTION EDUCATIVA LOCAL 04;Fibra Optica;UGEL 4 -Carabayllo;Juan Noya;PER-002141696;Licitaciones;13/05/2019 18:45;Empresas;Lima;Lima;Comas; Carabayllo 561  Santa Isolina;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-11.9578879;-77.0585403;José Luis Chávez Alvarado;;;;;;;;;;;;;;13/05/2019 18:45;;;;;Pend. Cotiz.
2019-05-120737;BANCO INTERBANK;Fibra Optica;Terminal Terrestre Emtrafesa Lima;Juan Noya;PER-002029720;Banca;13/05/2019 18:45;Empresas;Lima;Lima;La Victoria;" Jr. Humboldt 109
";;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-12.0662983;-77.0326379;Juan Carlos Flores Aroni;;;;;;;;;;;;;;13/05/2019 18:45;;;;;Pend. Cotiz.
2019-05-120739;UNIDAD DE GESTION EDUCATIVA LOCAL 04;Fibra Optica;UGEL 4 Cuadra3;Juan Noya;PER-002141696;Licitaciones;13/05/2019 18:57;Empresas;Lima;Lima;Comas; El maestro peruano cuadra 3;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-11.96486673;-77.05777637;José Luis Chávez Alvarado;;;;;;;;;;;;;;13/05/2019 18:57;;;;;Pend. Cotiz.
2019-05-120745;M & Z TECNOLOGIA Y SERVICIOS S.A.C.;Fibra Optica;SAN MARTIN TARAPOTO;Juan Noya;PER-002160339;Premium;13/05/2019 18:57;Negocios;San Martin;San Martin;Tarapoto; Jr. 3 de Octubre 415 Pi 1, Urb. 9 de Abril, Tarapoto, San Martin;;Aereo;Mixto;Edificio Monocliente;1;Analista Tarapoto;Jesús Anampa,Roger Palza Transm;Region Norte;Principal;-6.484184036;-76.37409458;Brayan Ramirez;Estudio FO Principal;TARAPOTO;30;;;;19950;0;Enviado VU;;;;;13/05/2019 18:57;14/05/2019 8:39;;;;Pend. Cotiz.
2019-05-120746;SAN MARTIN CONTRATISTAS GENERALES S.A.;Fibra Optica;TINYAHUARCO;Juan Noya;PER-002087020;Energía y Recursos Naturales;13/05/2019 19:00;Empresas;Pasco;Pasco;Tinyahuarco; Tinyahuarco, 19400;;Canalizado;Mixto;Edificio Monocliente;1;Analista Huánuco;Juvenal Cerda;Region Norte;Principal;-10.7615;-76.27105;Ricardo Rafael Ccopa Lopez;;;;;;;;;;;;;;13/05/2019 19:00;;;;;Pend. Cotiz.
