ITEM_PLAN;CTO_SIROPE;CTO_GIS_CMS;DIRECCION;NUMERO;TIPO;PISO;X;Y
19-2111101308;LIU0TK601014;;MATEO PUMACAHUA 2508;;;5;-77.04311156;-12.08718248
19-2111101294;LIU0G011011;;BELISARIO FLORES 205;;;5;-77.03749505;-12.08198053
19-2111101294;LIU0G011012;;BELISARIO FLORES 205;;;5;-77.03749505;-12.08198053
19-2111101293;LIU0TK601512;;MATEO PUMACAHUA 2344;;;5;-77.04342435;-12.0852373
19-2111101293;LIU0TK601513;;MATEO PUMACAHUA 2344;;;5;-77.04342435;-12.0852373
19-2111101292;LIU0TK6016A76;;JULIO CESAR TELLO 1060;;;5;-77.04341917;-12.0867197
19-2111101292;LIU0TK6016A77;;JULIO CESAR TELLO 1060;;;5;-77.04341917;-12.0867197
19-2111101291;SITK300931;SIG8030931;JORGE VANDERGHEN 501;;;0;-77.04160913;-12.10919842
19-2111101291;SITK300932;SIG8030932;JORGE VANDERGHEN 501;;;0;-77.04160913;-12.10919842
19-2111101289;HITK101621;;EDIFICIO AVELLANA;;;2;-77.00570771;-12.12132205
19-2111101289;HITK101622;;EDIFICIO AVELLANA;;;5;-77.00570771;-12.12132205
19-2111101288;LIU0TK601764;;LEON VELARDE 515;;;7;-77.04014387;-12.08338605
19-2111101287;SIG0702614;;ANTEQUERA 680-686-692;;;4;-77.02918339;-12.09526828
19-2111101285;SQG0101711;SQG9011711;EDIFICIO A;;;2;-77.01595725;-12.10913952
19-2111101285;SQG0101712;SQG9011712;EDIFICIO A;;;3;-77.01595725;-12.10913952
19-2111101285;SQG0101713;SQG9011713;EDIFICIO A;;;4;-77.01595725;-12.10913952
19-2111101285;SQG0101714;SQG9011714;EDIFICIO A;;;5;-77.01595725;-12.10913952
19-2111101285;SQG0101715;SQG9011715;EDIFICIO A;;;6;-77.01595725;-12.10913952
19-2111101285;SQG0101716;SQG9011716;EDIFICIO A;;;7;-77.01595725;-12.10913952
19-2111101285;SQG0101721;SQG9011721;EDIFICIO B;;;1;-77.01595725;-12.10913952
19-2111101285;SQG0101722;SQG9011722;EDIFICIO B;;;2;-77.01595725;-12.10913952
19-2111101285;SQG0101723;SQG9011723;EDIFICIO B;;;3;-77.01595725;-12.10913952
19-2111101285;SQG0101724;SQG9011724;EDIFICIO B;;;4;-77.01595725;-12.10913952
19-2111101285;SQG0101731;SQG9011731;EDIFICIO C;;;1;-77.01595725;-12.10913952
19-2111101285;SQG0101732;SQG9011732;EDIFICIO C;;;2;-77.01595725;-12.10913952
19-2111101285;SQG0101733;SQG9011733;EDIFICIO C;;;3;-77.01595725;-12.10913952
19-2111101285;SQG0101734;SQG9011734;EDIFICIO C;;;4;-77.01595725;-12.10913952
19-2111101285;SQG0101741;SQG9011741;EDIFICIO D;;;2;-77.01595725;-12.10913952
19-2111101285;SQG0101742;SQG9011742;EDIFICIO D;;;3;-77.01595725;-12.10913952
19-2111101285;SQG0101743;SQG9011743;EDIFICIO D;;;4;-77.01595725;-12.10913952
19-2111101285;SQG0101744;SQG9011744;EDIFICIO D;;;5;-77.01595725;-12.10913952
19-2111101285;SQG0101745;SQG9011745;EDIFICIO D;;;6;-77.01595725;-12.10913952
19-2111101284;SBTK602263;;PERUGINO 214;;;4;-77.00435876;-12.10002018
19-2111101283;SIG00480D0401;;VICTOR MAURTUA 229;;;3;-77.04113236;-12.10838679
19-2111101280;LIU0TK6016A74;;JULIO CESAR TELLO 1040;;;6;-77.04329313;-12.08670449
19-2111101280;LIU0TK6016A75;;JULIO CESAR TELLO 1040;;;6;-77.04329313;-12.08670449
19-2111101277;SBG075D1401;;BOCCIONI 236;;;0;-77.00062298;-12.09351148
19-2111101276;WAG02017A;;EDIFICIO TRIBOÑA 1;;;;-77.03812859;-12.06903006
19-2111101276;WAG0201921;;EDIFICIO TRIBOÑA 1;;;;-77.03812859;-12.06903006
19-2111101274;SJTK201825;;LAS GAVIOTAS 310 - 314;;;5;-77.09682253;-12.05929118
19-2111101272;WATK702026;WAG8072026;VARELA 1611;;;6;-77.0496921;-12.0637927
19-2111101272;WATK702027;WAG8072027;VARELA 1611;;;6;-77.0496921;-12.0637927
19-2111101264;SBU0TK701161;;RICARDO ANGULO entre 475-485;;;2;-77.01414737;-12.09387217
19-2111101263;SJTK402931;;LAS AGUILAS 284;;;11;-77.09368832;-12.06059906
19-2111101263;SJTK402932;;LAS AGUILAS 284;;;10;-77.09368832;-12.06059906
19-2111101263;SJTK402933;;LAS AGUILAS 284;;;9;-77.09368832;-12.06059906
19-2111101263;SJTK402934;;LAS AGUILAS 284;;;7;-77.09368832;-12.06059906
19-2111101263;SJTK402935;;LAS AGUILAS 284;;;6;-77.09368832;-12.06059906
19-2111101263;SJTK402936;;LAS AGUILAS 284;;;5;-77.09368832;-12.06059906
19-2111101263;SJTK402937;;LAS AGUILAS 284;;;3;-77.09368832;-12.06059906
19-2111101263;SJTK402938;;LAS AGUILAS 284;;;2;-77.09368832;-12.06059906
19-2111101263;SJTK402941;;LAS AGUILAS 284;;;1;-77.09368832;-12.06059906
19-2111101262;SSSIG0052201;;PORTILLO 662;;;;-77.05330878;-12.10711565
19-2111101262;SSSIG0052701;;AV. ALVAREZ CALDERON 795;;;8;-77.04684717;-12.10307824
19-2111101262;SSSIG0052702;;AV. ALVAREZ CALDERON 795;;;5;-77.04684717;-12.10307824
19-2111101262;SSSIG0052703;;AV. ALVAREZ CALDERON 795;;;1;-77.04684717;-12.10307824
19-2111101260;SBU0G0200421;;RICARDO ANGULO 381;;;4;-77.0146428;-12.09127617
19-2111101259;SIG0801661;;REPUBLICA DE COLOMBIA 475;;;5;-77.03012136;-12.0983193
19-2111101256;MATK1002A71;;UNANUE 112;;;6;-77.07130382;-12.09777497
19-2111101256;MATK1002A72;;UNANUE 112;;;6;-77.07130382;-12.09777497
19-2111101255;SBU0D700711;;FRAY LUIS DE LEON 990;;;2;-76.99822988;-12.10326736
19-2111101253;WAG0302531;;HORACIO URTEAGA 867;;;4;-77.04502321;-12.07004903
19-2111101253;WAG0302532;;HORACIO URTEAGA 867;;;4;-77.04502321;-12.07004903
19-2111101251;LIU0TK101181;;SINCHI ROCA 2159;;;5;-77.04462765;-12.08349902
19-2111101251;LIU0TK101182;;SINCHI ROCA 2159;;;5;-77.04462765;-12.08349902
19-2111101248;MATK101673;;AYACUCHO 240;;;4;-77.06643686;-12.08825543
19-2111101247;LIU0TK302134;;ENRIQUE LEON GARCIA 276;;;6;-77.0222123;-12.08386208
19-2111101245;LIU0TK602542;;GENERAL CORDOVA 2263;;;5;-77.03761405;-12.0870406
19-2111101244;SITK500931;;SOLEDAD 449;;;5;-77.0310889;-12.09014449
19-2111101243;MAD300371;;MARTIN ALONSO DE MEZA 257;;;3;-77.07763742;-12.07712405
19-2111101242;LIU0TK603134;;MANUEL SEGURA 736;;;6;-77.02949998;-12.07905313
19-2111101241;WATK801024;;6 DE AGOSTO 485;;;5;-77.04030685;-12.07409587
19-2111101241;WATK801025;;6 DE AGOSTO 485;;;5;-77.04030685;-12.07409587
19-2111101235;MATK102751;;DIEGO DE ALMAGRO 367;;;4;-77.0575536;-12.08429099
19-2111101234;SIG04418A;;RIO BUSINESS C./CA. RIO DE LA PLATA 167;;;1;-77.03141141;-12.10030289
19-2111101234;SIG0442801;;RIO BUSINESS C./CA. RIO DE LA PLATA 167;;;1;-77.03141141;-12.10030289
19-2111101234;SIG0442802;;RIO BUSINESS C./CA. RIO DE LA PLATA 167;;;1;-77.03141141;-12.10030289
19-2111101233;LIU0TK603141;;EMILIO ALTHAUS 748;;;6;-77.02925188;-12.08012853
19-2111101232;LIU0TK300141;;ESTEBAN CAMPODONICO 185;;;8;-77.0212052;-12.08233831
19-2111101229;MAG0103282;;DANIEL CARRION 975;;;6;-77.0628712;-12.08816869
19-2111101229;MAG0103283;;DANIEL CARRION 975;;;6;-77.0628712;-12.08816869
19-2111101228;MAG0103281;;DANIEL HERNANDEZ 321;;;5;-77.06260878;-12.08870284
19-2111101227;LIU0TK502641;;ENRIQUE BARRON 1219;;;5;-77.03273989;-12.07661672
19-2111101227;LIU0TK502642;;ENRIQUE BARRON 1219;;;5;-77.03273989;-12.07661672
19-2111101226;LIU0TK101951;;AREQUIPA 1501 TORRE B;;;19;-77.0348099;-12.07986393
19-2111101226;LIU0TK101952;;AREQUIPA 1501 TORRE B;;;18;-77.0348099;-12.07986393
19-2111101226;LIU0TK101953;;AREQUIPA 1501 TORRE B;;;17;-77.0348099;-12.07986393
19-2111101226;LIU0TK101954;;AREQUIPA 1501 TORRE B;;;15;-77.0348099;-12.07986393
19-2111101226;LIU0TK101955;;AREQUIPA 1501 TORRE B;;;14;-77.0348099;-12.07986393
19-2111101226;LIU0TK101956;;AREQUIPA 1501 TORRE B;;;13;-77.0348099;-12.07986393
19-2111101226;LIU0TK101957;;AREQUIPA 1501 TORRE B;;;11;-77.0348099;-12.07986393
19-2111101226;LIU0TK101958;;AREQUIPA 1501 TORRE B;;;10;-77.0348099;-12.07986393
19-2111101226;LIU0TK101961;;AREQUIPA 1501 TORRE B;;;9;-77.0348099;-12.07986393
19-2111101226;LIU0TK101962;;AREQUIPA 1501 TORRE B;;;7;-77.0348099;-12.07986393
19-2111101226;LIU0TK101963;;AREQUIPA 1501 TORRE B;;;6;-77.0348099;-12.07986393
19-2111101226;LIU0TK101964;;AREQUIPA 1501 TORRE B;;;4;-77.0348099;-12.07986393
19-2111101226;LIU0TK101965;;AREQUIPA 1501 TORRE B;;;3;-77.0348099;-12.07986393
19-2111101226;LIU0TK101966;;AREQUIPA 1501 TORRE B;;;2;-77.0348099;-12.07986393
19-2111101224;SIG0201181;;PROLONGACION IQUITOS 2683;;;4;-77.02926239;-12.08986703
19-2111101223;LIU0TK700251;;PACHACUTEC 1386;;;5;-77.0452198;-12.07597332
19-2111101223;LIU0TK700252;;PACHACUTEC 1386;;;5;-77.0452198;-12.07597332
19-2111101220;LIU0G0101322;;THOMAS GUIDO 597;;;6;-77.03014897;-12.08622475
19-2111101219;MAG0202033;;JOSE SANTIAGO WAGNER 1815;;;5;-77.05706767;-12.07613379
19-2111101219;MAG0202034;;JOSE SANTIAGO WAGNER 1815;;;5;-77.05706767;-12.07613379
19-2111101217;LIU0TK102471;;GENERAL CORDOVA 1127;;;6;-77.03893495;-12.07640533
19-2111101217;LIU0TK102472;;GENERAL CORDOVA 1127;;;3;-77.03893495;-12.07640533
19-2111101217;LIU0TK102473;;GENERAL CORDOVA 1127;;;1;-77.03893495;-12.07640533
19-2111101216;MATK1001061;;ROSPIGLIOSI 159;;;3;-77.06385703;-12.08215921
19-2111101216;MATK1001062;;ROSPIGLIOSI 159;;;1;-77.06385703;-12.08215921
19-2111101211;SITK201131;;LOS NOGALES 369;;;0;-77.04462024;-12.09530561
19-2111101209;LIU0TK601530;LIG8061530;AV CANEVARO 979;;;3;-77.04296934;-12.08492414
19-2111101207;WATK200261;;GRAL. VIDAL 803;;;11;-77.05256631;-12.05945763
19-2111101207;WATK200262;;GRAL. VIDAL 803;;;10;-77.05256631;-12.05945763
19-2111101207;WATK200263;;GRAL. VIDAL 803;;;9;-77.05256631;-12.05945763
19-2111101207;WATK200264;;GRAL. VIDAL 803;;;8;-77.05256631;-12.05945763
19-2111101207;WATK200265;;GRAL. VIDAL 803;;;7;-77.05256631;-12.05945763
19-2111101207;WATK200266;;GRAL. VIDAL 803;;;6;-77.05256631;-12.05945763
19-2111101207;WATK200267;;GRAL. VIDAL 803;;;4;-77.05256631;-12.05945763
19-2111101207;WATK200268;;GRAL. VIDAL 803;;;3;-77.05256631;-12.05945763
19-2111101207;WATK200271;;GRAL. VIDAL 803;;;2;-77.05256631;-12.05945763
19-2111101205;SJTK402833;;CESAR VALLEJO 438;;;6;-77.09119181;-12.05762005
19-2111101204;SJTK402832;;CESAR VALLEJO 449;;;6;-77.09100731;-12.05784606
19-2111101203;SITK300453;;ALVAREZ CALDERON 440;;;3;-77.04299885;-12.10459135
19-2111101201;LIU0TK6016A71;;BRIGADIER PUMACAHUA 2563;;;6;-77.04261046;-12.08741314
19-2111101201;LIU0TK6016A72;;BRIGADIER PUMACAHUA 2563;;;6;-77.04261046;-12.08741314
19-2111101201;LIU0TK6016A73;;BRIGADIER PUMACAHUA 2563;;;6;-77.04261046;-12.08741314
19-2111101200;SIG0200861;;EDIF NAVARRETE-AV JAVIER PRADO ESTE 611;;;18;-77.02679986;-12.09104342
19-2111101200;SIG0200862;;EDIF NAVARRETE-AV JAVIER PRADO ESTE 611;;;19;-77.02679986;-12.09104342
19-2111101200;SIG0200863;;EDIF NAVARRETE-AV JAVIER PRADO ESTE 611;;;20;-77.02679986;-12.09104342
19-2111101200;SIG0200864;;EDIF NAVARRETE-AV JAVIER PRADO ESTE 611;;;21;-77.02679986;-12.09104342
19-2111101200;SIG0200865;;EDIF NAVARRETE-AV JAVIER PRADO ESTE 611;;;22;-77.02679986;-12.09104342
19-2111101200;SIG0200866;;EDIF NAVARRETE-AV JAVIER PRADO ESTE 611;;;23;-77.02679986;-12.09104342
19-2111101200;SIG0200867;;EDIF NAVARRETE-AV JAVIER PRADO ESTE 611;;;24;-77.02679986;-12.09104342
19-2111101200;SIG0200868;;EDIF NAVARRETE-AV JAVIER PRADO ESTE 611;;;25;-77.02679986;-12.09104342
19-2111101196;LIU0TK702941;;PETIT THOUARS 1377;;;6;-77.03403352;-12.07805071
19-2111101193;MATK300172;;SANTA LUCIA 102;;;7;-77.06605274;-12.07582393
19-2111101192;MATK1001052;;ODRIOZOLA 190;;;6;-77.06208164;-12.08379325
19-2111101190;LIU0TK702931;;TEODORO CARDENAS 660;;;4;-77.03118054;-12.07733261
19-2111101190;LIU0TK702932;;TEODORO CARDENAS 660;;;2;-77.03118054;-12.07733261
19-2111101187;SIG0703112;;OLAVIDE 340;;;5;-77.03104236;-12.0934521
19-2111101186;MATK101271;;LARCO HERRRERA 895;;;6;-77.06743534;-12.09261643
19-2111101185;SBU0TK402882;;TIZIANO 237;;;6;-77.00132209;-12.08854375
19-2111101184;MATK102221;;MELLO FRANCO 319;;;5;-77.05071192;-12.07570407
19-2111101182;LIU0TK601511;;JOSE LEAL 847;;;5;-77.04173869;-12.08584622
19-2111101180;MATK103166;;RIO TAMBO 422;;;5;-77.0717205;-12.0697568
19-2111101177;LIU0G010311;;SAN LUIS 155;;;3;-77.03779167;-12.08850302
19-2111101176;LIU0TK602541;;ALMIRANTE MARTIN GUISSE 2243;;;4;-77.03829325;-12.08809628
19-2111101175;LIU0TK6G0912;;ALBERTO ALEXANDER 2448;;;5;-77.04743882;-12.08724513
19-2111101175;LIU0TK6G0913;;ALBERTO ALEXANDER 2448;;;3;-77.04743882;-12.08724513
19-2111101173;WATK801513;;CANTERAC 440;;;8;-77.04604442;-12.07170242
19-2111101173;WATK801514;;CANTERAC 440;;;8;-77.04604442;-12.07170242
19-2111101173;WATK801515;;CANTERAC 440;;;8;-77.04604442;-12.07170242
19-2111101172;SBG0451101;;AV. GUARDIA CIVIL 679;;;;-77.01096564;-12.09639807
19-2111101172;SBG0451102;;AV. GUARDIA CIVIL 679;;;;-77.01096564;-12.09639807
19-2111101163;WAG0300541;;CORONEL ZEGARRA 1066;;;6;-77.04571326;-12.07619046
19-2111101163;WAG0300542;;CORONEL ZEGARRA 1066;;;6;-77.04571326;-12.07619046
19-2111101160;SJTK201821;;LAS GAVIOTAS 386 - 390;;;0;-77.09670611;-12.06023536
19-2111101160;SJTK201822;;LAS GAVIOTAS 386 - 390;;;0;-77.09670611;-12.06023536
19-2111101159;LIU0TK302131;;ENRIQUE LEON GARCIA 279;;;5;-77.02191664;-12.08385154
19-2111101158;LIU0TK302132;;RICARDO FLORES 388;;;6;-77.02217949;-12.08429603
19-2111101158;LIU0TK302133;;RICARDO FLORES 388;;;6;-77.02217949;-12.08429603
19-2111101157;SJTK2G2121;;AÑAQUITO 105;;;3;-77.09954101;-12.06884841
19-2111101156;SJTK2G2471;;PIO XII 316;;;6;-77.10108031;-12.06414288
19-2111101155;MATK102171;;RICARDO TIZON Y BUENO 158;;;6;-77.05416038;-12.07663387
19-2111101154;SJTK402831;;PEDRO PERALTA 249;;;5;-77.09008636;-12.05705982
19-2111101153;SJTK402131;;GARCILASO DE LA VEGA 221;;;6;-77.08862024;-12.05422122
19-2111101152;MATK102483;;IDEAL 187;;;6;-77.05284761;-12.07709544
19-2111101150;MATK102481;;IDEAL 192;;;5;-77.05309784;-12.07696314
19-2111101150;MATK102482;;IDEAL 192;;;5;-77.05309784;-12.07696314
19-2111101149;WAG0300534;;CORONEL ZEGARRA 1142;;;6;-77.04633832;-12.07622046
19-2111101148;SIG0901832;;JOSE DEL LLANO ZAPATA 182;;;6;-77.03789916;-12.10857957
19-2111101147;WATK700575;;PARQUE RUIZ 85;;;4;-77.05407421;-12.07158289
19-2111101141;MAD300811;;ABRAHAM VALDELOMAR 645;;;6;-77.06757951;-12.07320484
19-2111101137;WAG0302243;;PACHACUTEC 1146;;;6;-77.04519785;-12.07338718
19-2111101137;WAG0302244;;PACHACUTEC 1146;;;6;-77.04519785;-12.07338718
19-2111101137;WAG0302245;;PACHACUTEC 1146;;;6;-77.04519785;-12.07338718
19-2111101132;MATK1001051;;CABO GUTARRA 143;;;6;-77.0620945;-12.08417952
19-2111101131;WATK801512;;GRAL. CANTERAC 373;;;5;-77.04639022;-12.07095661
19-2111101127;HITK502951;;CA. MANET 221 ESQ. CA. SIQUEIROS;;;2;-76.99781506;-12.11400798
19-2111101127;HITK502952;;CA. MANET 221 ESQ. CA. SIQUEIROS;;;4;-76.99781506;-12.11400798
19-2111101127;HITK502953;;CA. MANET 221 ESQ. CA. SIQUEIROS;;;6;-76.99781506;-12.11400798
19-2111101126;HITK400786;;CA. BLERIOT 101;;;3;-77.00672571;-12.11926468
19-2111101126;HITK400787;;CA. BLERIOT 101;;;6;-77.00672571;-12.11926468
19-2111101125;WAG0300531;;CORONEL ZEGARRA 1172;;;4;-77.04658051;-12.07624656
19-2111101124;WAG0300532;;CORONEL ZEGARRA 1192;;;4;-77.04663689;-12.07624655
19-2111101123;WAG0300533;;HUASCAR 1389;;;4;-77.0466659;-12.07600372
19-2111101118;SIG0501633;SIG9051633;LOS CISNES 287;;;6;-77.02342744;-12.09986505
19-2111101118;SIG0501634;SIG9051634;LOS CISNES 287;;;4;-77.02342744;-12.09986505
19-2111101118;SIG0501635;SIG9051635;LOS CISNES 287;;;1;-77.02342744;-12.09986505
19-2111101117;SIG1000114;;JULIO C. TELLO 156;;;8;-77.0282036;-12.10568636
19-2111101107;MATK102041;;JR ANGELA PODESTA 431;;;1;-77.0744483;-12.07886539
19-2111101105;SIG1000113;;JULIO C. TELLO 140;;;6;-77.02850303;-12.10575597
19-2111101103;SJTK203241;;MARGARITAS 316;;;5;-77.0996705;-12.05799626
19-2111101103;SJTK203242;;MARGARITAS 316;;;2;-77.0996705;-12.05799626
19-2111101100;SIG1060102;;SWISSOTEL - AV.SANTO TORIBIO 173;;;17;-77.03832402;-12.09725982
19-2111101100;SIG1060103;;SWISSOTEL - AV.SANTO TORIBIO 173;;;16;-77.03832402;-12.09725982
19-2111101100;SIG1060104;;SWISSOTEL - AV.SANTO TORIBIO 173;;;15;-77.03832402;-12.09725982
19-2111101100;SIG1060105;;SWISSOTEL - AV.SANTO TORIBIO 173;;;14;-77.03832402;-12.09725982
19-2111101100;SIG1060106;;SWISSOTEL - AV.SANTO TORIBIO 173;;;13;-77.03832402;-12.09725982
19-2111101100;SIG1060107;;SWISSOTEL - AV.SANTO TORIBIO 173;;;12;-77.03832402;-12.09725982
19-2111101100;SIG1060108;;SWISSOTEL - AV.SANTO TORIBIO 173;;;11;-77.03832402;-12.09725982
19-2111101100;SIG1060209;;SWISSOTEL - AV.SANTO TORIBIO 173;;;10;-77.03832402;-12.09725982
19-2111101100;SIG1060210;;SWISSOTEL - AV.SANTO TORIBIO 173;;;9;-77.03832402;-12.09725982
19-2111101100;SIG1060211;;SWISSOTEL - AV.SANTO TORIBIO 173;;;8;-77.03832402;-12.09725982
19-2111101100;SIG1060212;;SWISSOTEL - AV.SANTO TORIBIO 173;;;7;-77.03832402;-12.09725982
19-2111101100;SIG1060213;;SWISSOTEL - AV.SANTO TORIBIO 173;;;6;-77.03832402;-12.09725982
19-2111101100;SIG1060214;;SWISSOTEL - AV.SANTO TORIBIO 173;;;5;-77.03832402;-12.09725982
19-2111101100;SIG1060215;;SWISSOTEL - AV.SANTO TORIBIO 173;;;5;-77.03832402;-12.09725982
19-2111101100;SIG1060216;;SWISSOTEL - AV.SANTO TORIBIO 173;;;4;-77.03832402;-12.09725982
19-2111101100;SIG1060317;;SWISSOTEL - AV.SANTO TORIBIO 173;;;4;-77.03832402;-12.09725982
19-2111101100;SIG1060318;;SWISSOTEL - AV.SANTO TORIBIO 173;;;;-77.03832402;-12.09725982
19-2111101100;SIG1060319;;SWISSOTEL - AV.SANTO TORIBIO 173;;;;-77.03832402;-12.09725982
19-2111101100;SIG1060320;;SWISSOTEL - AV.SANTO TORIBIO 173;;;18;-77.03832402;-12.09725982
19-2111101100;SIG1060321;;SWISSOTEL - AV.SANTO TORIBIO 173;;;17;-77.03832402;-12.09725982
19-2111101100;SIG1060322;;SWISSOTEL - AV.SANTO TORIBIO 173;;;17;-77.03832402;-12.09725982
19-2111101100;SIG1060323;;SWISSOTEL - AV.SANTO TORIBIO 173;;;16;-77.03832402;-12.09725982
19-2111101100;SIG1060324;;SWISSOTEL - AV.SANTO TORIBIO 173;;;16;-77.03832402;-12.09725982
19-2111101100;SIG1060425;;SWISSOTEL - AV.SANTO TORIBIO 173;;;15;-77.03832402;-12.09725982
19-2111101100;SIG1060426;;SWISSOTEL - AV.SANTO TORIBIO 173;;;15;-77.03832402;-12.09725982
19-2111101100;SIG1060427;;SWISSOTEL - AV.SANTO TORIBIO 173;;;14;-77.03832402;-12.09725982
19-2111101100;SIG1060428;;SWISSOTEL - AV.SANTO TORIBIO 173;;;14;-77.03832402;-12.09725982
19-2111101100;SIG1060429;;SWISSOTEL - AV.SANTO TORIBIO 173;;;13;-77.03832402;-12.09725982
19-2111101100;SIG1060430;;SWISSOTEL - AV.SANTO TORIBIO 173;;;13;-77.03832402;-12.09725982
19-2111101100;SIG1060431;;SWISSOTEL - AV.SANTO TORIBIO 173;;;12;-77.03832402;-12.09725982
19-2111101100;SIG1060432;;SWISSOTEL - AV.SANTO TORIBIO 173;;;12;-77.03832402;-12.09725982
19-2111101100;SIG1060533;;SWISSOTEL - AV.SANTO TORIBIO 173;;;11;-77.03832402;-12.09725982
19-2111101100;SIG1060534;;SWISSOTEL - AV.SANTO TORIBIO 173;;;11;-77.03832402;-12.09725982
19-2111101100;SIG1060535;;SWISSOTEL - AV.SANTO TORIBIO 173;;;10;-77.03832402;-12.09725982
19-2111101100;SIG1060536;;SWISSOTEL - AV.SANTO TORIBIO 173;;;10;-77.03832402;-12.09725982
19-2111101100;SIG1060537;;SWISSOTEL - AV.SANTO TORIBIO 173;;;9;-77.03832402;-12.09725982
19-2111101100;SIG1060538;;SWISSOTEL - AV.SANTO TORIBIO 173;;;9;-77.03832402;-12.09725982
19-2111101100;SIG1060539;;SWISSOTEL - AV.SANTO TORIBIO 173;;;8;-77.03832402;-12.09725982
19-2111101100;SIG1060540;;SWISSOTEL - AV.SANTO TORIBIO 173;;;8;-77.03832402;-12.09725982
19-2111101100;SIG1060641;;SWISSOTEL - AV.SANTO TORIBIO 173;;;7;-77.03832402;-12.09725982
19-2111101100;SIG1060642;;SWISSOTEL - AV.SANTO TORIBIO 173;;;7;-77.03832402;-12.09725982
19-2111101100;SIG1060643;;SWISSOTEL - AV.SANTO TORIBIO 173;;;6;-77.03832402;-12.09725982
19-2111101100;SIG1060644;;SWISSOTEL - AV.SANTO TORIBIO 173;;;6;-77.03832402;-12.09725982
19-2111101100;SIG1060645;;SWISSOTEL - AV.SANTO TORIBIO 173;;;5;-77.03832402;-12.09725982
19-2111101100;SIG1060646;;SWISSOTEL - AV.SANTO TORIBIO 173;;;5;-77.03832402;-12.09725982
19-2111101100;SIG1060647;;SWISSOTEL - AV.SANTO TORIBIO 173;;;4;-77.03832402;-12.09725982
19-2111101100;SIG1060648;;SWISSOTEL - AV.SANTO TORIBIO 173;;;4;-77.03832402;-12.09725982
19-2111101100;SIG1060749;;SWISSOTEL - AV.SANTO TORIBIO 173;;;3;-77.03832402;-12.09725982
19-2111101100;SIG1060750;;SWISSOTEL - AV.SANTO TORIBIO 173;;;3;-77.03832402;-12.09725982
19-2111101100;SIG1600101;;SWISSOTEL - AV.SANTO TORIBIO 173;;;18;-77.03832402;-12.09725982
19-2111101093;LIU0TK603133;;EMILIO ALTHAUS 780;;;5;-77.02904542;-12.08009991
19-2111101089;LIU0TK102531;;BARTOLOME HERRERA 180;;;5;-77.03534843;-12.08172759
19-2111101089;LIU0TK102532;;BARTOLOME HERRERA 180;;;5;-77.03534843;-12.08172759
19-2111101088;MATK300151;;DANIEL HERNANDEZ 814;;;5;-77.06914369;-12.07614232
19-2111101087;SBG0531901;;CL. BOCCIONI 390;;;;-76.99754157;-12.09252132
19-2111101086;G001D07-P3;;BELEN 495 - TORRE 2;;;5;-77.04798258;-12.10924963
19-2111101086;G001D07-P4;;BELEN 495 - TORRE 1;;;5;-77.04798258;-12.10924963
19-2111101085;G001D07-P1;;BELEN 489 - TORRE 2;;;4;-77.04795456;-12.10907505
19-2111101085;G001D07-P2;;BELEN 489 - TORRE 1;;;4;-77.04795456;-12.10907505
19-2111101084;MATK100661;;RICARDO REY BASADRE 102;;;9;-77.06847304;-12.0933979
19-2111101084;MATK100662;;RICARDO REY BASADRE 102;;;5;-77.06847304;-12.0933979
19-2111101082;SBG049D2101;;LOPEZ DE AYALA 1661;;;2;-76.99198373;-12.09549512
19-2111101072;SBU0TK700553;;JOSE GALVEZ BARRENECHEA 935;;;0;-77.01090215;-12.10426879
19-2111101072;SBU0TK700554;;JOSE GALVEZ BARRENECHEA 935;;;0;-77.01090215;-12.10426879
19-2111101068;SBG0501301;;CA. DURERO 490_TORRE D-D2;;;4;-76.99042252;-12.09415042
19-2111101068;SBG0501302;;CA. DURERO 490_TORRE D-D2;;;2;-76.99042252;-12.09415042
19-2111101068;SBG0501303;;CA. DURERO 490_TORRE D-D2;;;;-76.99042252;-12.09415042
19-2111101068;SBG0501304;;CA. DURERO 490_TORRE D-D1;;;3;-76.99042252;-12.09415042
19-2111101068;SBG0501305;;CA. DURERO 490_TORRE D-D1;;;0;-76.99042252;-12.09415042
19-2111101066;SBG0501201;;CA. DURERO 490_TORRE C-C2;;;4;-76.98979603;-12.09364867
19-2111101066;SBG0501202;;CA. DURERO 490_TORRE C-C2;;;2;-76.98979603;-12.09364867
19-2111101066;SBG0501203;;CA. DURERO 490_TORRE C-C2;;;;-76.98979603;-12.09364867
19-2111101066;SBG0501204;;CA. DURERO 490_TORRE C-C1;;;3;-76.98979603;-12.09364867
19-2111101066;SBG0501205;;CA. DURERO 490_TORRE C-C1;;;0;-76.98979603;-12.09364867
19-2111101064;SITK602451;;LOS HALCONES 446;;;4;-77.02022301842 -;12.1043043
19-2111101063;LIU0TK202231;;JULIO C. TELLO 860;;;5;-77.04183081;-12.08657419
19-2111101062;LIU0TK202232;;JOSE PEZET Y MONEL 2168;;;5;-77.04216425;-12.0874256
19-2111101062;LIU0TK202233;;JOSE PEZET Y MONEL 2168;;;5;-77.04216425;-12.0874256
19-2111101061;SIG006D0602;;JACINTO LARA 171;;;3;-77.04549508008 -;12.10553401
19-2111101058;MATK103163;;SANTANDER 259;;;5;-77.06927041;-12.07163191
19-2111101055;MITK402021;;EDIFICIO MONTERO;;;1;-77.02274971;-12.11128687
